anio,provincia_id,carrera_grupo,estudiantes_total,estudiantes_varones,estudiantes_mujeres,nuevos_inscriptos_total,nuevos_inscriptos_varones,nuevos_inscriptos_mujeres,egresados_total,egresados_varones,egresados_mujeres,estudiantes_mujeres_pct,estudiantes_grupo_pct
2011,78,Psicologia,1280.0,224.0,1056.0,937.0,175.0,762.0,2.0,0.0,2.0,0.825,0.22004469657899262
2011,78,Salud,816.0,221.0,595.0,294.0,98.0,196.0,25.0,2.0,23.0,0.7291666666666666,0.14027849406910778
2011,78,Sociales,210.0,67.0,143.0,81.0,30.0,51.0,0.0,0.0,0.0,0.680952380952381,0.036101083032490974
2011,78,Tecnologia,623.0,412.0,211.0,224.0,153.0,71.0,10.0,2.0,8.0,0.33868378812199035,0.10709987966305656
2011,82,Arquitectura,8291.0,4031.0,4260.0,1457.0,744.0,713.0,351.0,141.0,210.0,0.5138101555903992,0.06480887985617134
2011,82,Arte,5543.0,2526.0,3017.0,1482.0,799.0,683.0,156.0,48.0,108.0,0.5442900956160923,0.04332838270929414
2011,82,Derecho,20067.0,7980.0,12087.0,4008.0,1657.0,2351.0,851.0,308.0,543.0,0.6023321871729705,0.1568592198858751
2011,82,Economicas,19800.0,7581.0,12219.0,2590.0,1326.0,1264.0,1030.0,368.0,662.0,0.6171212121212121,0.15477214101461736
2011,82,Educacion,2091.0,389.0,1702.0,653.0,146.0,507.0,83.0,10.0,73.0,0.8139646102343376,0.01634487610411944
2011,82,Exactas,4069.0,1671.0,2398.0,733.0,304.0,429.0,389.0,151.0,238.0,0.5893339886950111,0.03180645665598374
2011,82,Idiomas,968.0,87.0,881.0,191.0,26.0,165.0,36.0,3.0,33.0,0.9101239669421488,0.007566638005159072
2011,82,Ingenieria,5776.0,4590.0,1186.0,1085.0,859.0,226.0,684.0,535.0,149.0,0.20533240997229918,0.04514969123739545
2011,82,Naturales,9889.0,5657.0,4232.0,1610.0,860.0,750.0,551.0,311.0,240.0,0.42795024775002527,0.07730008598452279
2011,82,Otros,3129.0,1331.0,1798.0,2106.0,916.0,1190.0,1517.0,479.0,1038.0,0.5746244806647491,0.024458688345188776
2011,82,Policial,163.0,51.0,112.0,130.0,48.0,82.0,6.0,1.0,5.0,0.6871165644171779,0.0012741342921910419
2011,82,Psicologia,7503.0,1415.0,6088.0,1565.0,400.0,1165.0,340.0,50.0,290.0,0.8114087698254032,0.05864926131478152
2011,82,Salud,27617.0,7953.0,19664.0,5578.0,1554.0,4024.0,2203.0,677.0,1526.0,0.7120252018684143,0.21587586961619637
2011,82,Sociales,9536.0,3686.0,5850.0,1935.0,829.0,1106.0,407.0,127.0,280.0,0.6134647651006712,0.07454076448057531
2011,82,Tecnologia,3488.0,2889.0,599.0,893.0,743.0,150.0,102.0,81.0,21.0,0.1717316513761468,0.027264910497928556
2011,86,Arquitectura,22.0,21.0,1.0,10.0,9.0,1.0,1.0,0.0,1.0,0.045454545454545456,0.0013271400132714001
2011,86,Arte,27.0,25.0,2.0,10.0,10.0,0.0,1.0,1.0,0.0,0.07407407407407407,0.0016287627435603547
2011,86,Economicas,3454.0,1511.0,1943.0,639.0,282.0,357.0,124.0,38.0,86.0,0.562536189924725,0.2083609820836098
2011,86,Educacion,6520.0,649.0,5871.0,1931.0,170.0,1761.0,397.0,25.0,372.0,0.9004601226993865,0.3933160402967968
2011,86,Exactas,245.0,116.0,129.0,83.0,32.0,51.0,5.0,2.0,3.0,0.5265306122448979,0.014779513784158774
2011,86,Idiomas,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.00018097363817337275
2011,86,Ingenieria,951.0,772.0,179.0,184.0,145.0,39.0,31.0,25.0,6.0,0.1882229232386961,0.05736864330095916
2011,86,Naturales,1616.0,663.0,953.0,376.0,164.0,212.0,42.0,15.0,27.0,0.5897277227722773,0.09748446642939011
2011,86,Psicologia,392.0,33.0,359.0,60.0,4.0,56.0,9.0,1.0,8.0,0.9158163265306123,0.023647222054654037
2011,86,Salud,1041.0,223.0,818.0,214.0,59.0,155.0,43.0,8.0,35.0,0.7857829010566763,0.06279785244616035
2011,86,Sociales,684.0,259.0,425.0,194.0,76.0,118.0,25.0,9.0,16.0,0.6213450292397661,0.04126198950352899
2011,86,Tecnologia,1622.0,1126.0,496.0,334.0,264.0,70.0,52.0,24.0,28.0,0.30579531442663377,0.09784641370573686
2012,02,Arquitectura,26481.0,13290.0,13191.0,4747.0,2290.0,2457.0,959.0,411.0,548.0,0.4981307352441373,0.04777213120964643
2012,02,Arte,37135.0,11170.0,25965.0,7972.0,2554.0,5418.0,1778.0,435.0,1343.0,0.6992056011848661,0.06699211104075452
2012,02,Deporte,1016.0,554.0,462.0,231.0,126.0,105.0,154.0,80.0,74.0,0.4547244094488189,0.0018328796234659103
2012,02,Derecho,58233.0,25238.0,32995.0,12340.0,5386.0,6954.0,5936.0,2488.0,3448.0,0.5666031288101249,0.10505322747371099
2012,02,Economicas,132724.0,63286.0,69438.0,28412.0,13752.0,14660.0,11154.0,4853.0,6301.0,0.5231759139266448,0.2394361369536314
2012,02,Educacion,12043.0,2854.0,9189.0,5006.0,1345.0,3661.0,1807.0,367.0,1440.0,0.7630158598355892,0.02172575719035429
2012,02,Exactas,9885.0,5367.0,4518.0,1914.0,949.0,965.0,443.0,218.0,225.0,0.45705614567526553,0.01783269200586666
2012,02,Idiomas,10033.0,2529.0,7504.0,1986.0,475.0,1511.0,429.0,43.0,386.0,0.747931824977574,0.018099686281725865
2012,02,Ingenieria,14687.0,12173.0,2514.0,3292.0,2608.0,684.0,428.0,345.0,83.0,0.17117178457138965,0.026495573848271482
2012,02,Naturales,27052.0,11148.0,15904.0,5134.0,2227.0,2907.0,1294.0,549.0,745.0,0.587904775986988,0.048802223990157295
2012,02,Otros,2572.0,473.0,2099.0,885.0,192.0,693.0,1.0,0.0,1.0,0.8160964230171073,0.004639927550742442
2012,02,Policial,653.0,336.0,317.0,302.0,175.0,127.0,28.0,20.0,8.0,0.48545176110260335,0.0011780220414598815
2012,02,Psicologia,43025.0,9010.0,34015.0,8824.0,2133.0,6691.0,3197.0,497.0,2700.0,0.7905868680999419,0.07761776161379999
2012,02,Salud,86925.0,24713.0,62212.0,20848.0,6075.0,14773.0,6499.0,1743.0,4756.0,0.7156974403221168,0.15681403668284868
2012,02,Sociales,53932.0,22931.0,31001.0,9169.0,3967.0,5202.0,2925.0,1082.0,1843.0,0.5748164355113847,0.09729415733539713
2012,02,Tecnologia,37923.0,31799.0,6124.0,7889.0,6561.0,1328.0,2203.0,1836.0,367.0,0.16148511457426892,0.06841367515816704
2012,06,Arquitectura,13013.0,7059.0,5954.0,2088.0,1075.0,1013.0,507.0,235.0,272.0,0.45754245754245754,0.04243517165814463
2012,06,Arte,13541.0,7127.0,6414.0,4429.0,2425.0,2004.0,294.0,135.0,159.0,0.4736725500332324,0.04415697067724095
2012,06,Deporte,2080.0,1475.0,605.0,954.0,659.0,295.0,71.0,57.0,14.0,0.29086538461538464,0.006782844620682458
2012,06,Derecho,39352.0,16910.0,22442.0,8903.0,3931.0,4972.0,3446.0,1413.0,2033.0,0.5702886765602765,0.12832620265052697
2012,06,Economicas,76734.0,32312.0,44422.0,18586.0,8059.0,10527.0,3767.0,1556.0,2211.0,0.578908958219303,0.2502282688093499
2012,06,Educacion,11141.0,2951.0,8190.0,2967.0,698.0,2269.0,419.0,79.0,340.0,0.73512252042007,0.036330611499530416
2012,06,Exactas,7230.0,3249.0,3981.0,1656.0,739.0,917.0,329.0,143.0,186.0,0.5506224066390042,0.023576907022852967
2012,06,Idiomas,1122.0,196.0,926.0,272.0,61.0,211.0,47.0,7.0,40.0,0.8253119429590018,0.0036588229155796724
2012,06,Ingenieria,17246.0,14394.0,2852.0,3924.0,3202.0,722.0,805.0,680.0,125.0,0.16537168038965558,0.056238912657831576
2012,06,Letras,292.0,60.0,232.0,26.0,7.0,19.0,2.0,1.0,1.0,0.7945205479452054,0.0009522070332881144
2012,06,Naturales,20131.0,9739.0,10392.0,4179.0,1925.0,2254.0,1015.0,479.0,536.0,0.5162187670756545,0.06564684858603778
2012,06,Policial,232.0,108.0,124.0,75.0,36.0,39.0,16.0,12.0,4.0,0.5344827586206896,0.0007565480538453511
2012,06,Psicologia,17118.0,3185.0,13933.0,3120.0,667.0,2453.0,747.0,78.0,669.0,0.8139385442224559,0.05582150683502035
2012,06,Salud,31275.0,8508.0,22767.0,8933.0,2031.0,6902.0,2204.0,563.0,1641.0,0.7279616306954436,0.10198724303454033
2012,06,Sociales,28565.0,11835.0,16730.0,6958.0,3150.0,3808.0,935.0,286.0,649.0,0.58568177840014,0.09314997912970886
2012,06,Tecnologia,27584.0,22533.0,5051.0,6774.0,5673.0,1101.0,955.0,714.0,241.0,0.18311339907192575,0.08995095481581968
2012,10,Derecho,1233.0,546.0,687.0,287.0,129.0,158.0,40.0,17.0,23.0,0.5571776155717761,0.12211547984549866
2012,10,Economicas,1735.0,816.0,919.0,394.0,189.0,205.0,44.0,17.0,27.0,0.5296829971181556,0.17183321778746163
2012,10,Educacion,1314.0,541.0,773.0,342.0,134.0,208.0,62.0,30.0,32.0,0.5882800608828006,0.1301376646528672
2012,10,Exactas,708.0,289.0,419.0,214.0,91.0,123.0,28.0,10.0,18.0,0.5918079096045198,0.07011983757551749
2012,10,Idiomas,256.0,65.0,191.0,44.0,12.0,32.0,31.0,6.0,25.0,0.74609375,0.02535406556402892
2012,10,Ingenieria,282.0,241.0,41.0,75.0,64.0,11.0,1.0,1.0,0.0,0.1453900709219858,0.02792908784787561
2012,10,Naturales,1014.0,528.0,486.0,188.0,88.0,100.0,26.0,16.0,10.0,0.47928994082840237,0.1004258690700208
2012,10,Policial,313.0,186.0,127.0,77.0,32.0,45.0,0.0,0.0,0.0,0.4057507987220447,0.030999306724769735
2012,10,Psicologia,535.0,118.0,417.0,220.0,44.0,176.0,17.0,3.0,14.0,0.7794392523364486,0.05298603545607606
2012,10,Salud,1293.0,362.0,931.0,281.0,102.0,179.0,38.0,7.0,31.0,0.720030935808198,0.12805783896206793
2012,10,Sociales,211.0,82.0,129.0,43.0,14.0,29.0,9.0,6.0,3.0,0.6113744075829384,0.020897296226601962
2012,10,Tecnologia,1203.0,911.0,292.0,340.0,254.0,86.0,14.0,8.0,6.0,0.2427265170407315,0.11914430028721402
2012,14,Arquitectura,149.0,111.0,38.0,41.0,27.0,14.0,12.0,7.0,5.0,0.2550335570469799,0.003287223950404836
2012,14,Arte,572.0,166.0,406.0,167.0,32.0,135.0,61.0,21.0,40.0,0.7097902097902098,0.012619410064641384
2012,14,Derecho,22370.0,11143.0,11227.0,11748.0,6056.0,5692.0,1348.0,677.0,671.0,0.5018775145283862,0.4935248306748737
2012,14,Economicas,17336.0,8957.0,8379.0,9755.0,5253.0,4502.0,420.0,177.0,243.0,0.4833294877711121,0.38246519734374657
2012,14,Naturales,157.0,89.0,68.0,131.0,76.0,55.0,5.0,3.0,2.0,0.43312101910828027,0.003463719196064156
2012,14,Psicologia,750.0,193.0,557.0,226.0,61.0,165.0,50.0,14.0,36.0,0.7426666666666667,0.016546429280561256
2012,14,Sociales,1533.0,601.0,932.0,922.0,363.0,559.0,100.0,20.0,80.0,0.6079582517938682,0.03382090144946721
2012,14,Tecnologia,2460.0,2138.0,322.0,1354.0,1150.0,204.0,50.0,45.0,5.0,0.13089430894308943,0.05427228804024092
2012,22,Arquitectura,2381.0,1193.0,1188.0,496.0,261.0,235.0,53.0,15.0,38.0,0.49895002099958,0.047624762476247626
2012,22,Arte,1444.0,631.0,813.0,491.0,204.0,287.0,79.0,37.0,42.0,0.5630193905817175,0.028882888288828883
2012,22,Derecho,12671.0,5820.0,6851.0,2493.0,1118.0,1375.0,845.0,340.0,505.0,0.5406834503985478,0.25344534453445344
2012,22,Economicas,10389.0,4562.0,5827.0,2607.0,1227.0,1380.0,605.0,283.0,322.0,0.5608817017999808,0.2078007800780078
2012,22,Educacion,768.0,172.0,596.0,249.0,53.0,196.0,140.0,39.0,101.0,0.7760416666666666,0.015361536153615362
2012,22,Exactas,831.0,355.0,476.0,282.0,116.0,166.0,13.0,6.0,7.0,0.5728038507821901,0.016621662166216623
2012,22,Idiomas,5.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6,0.00010001000100010001
2012,22,Ingenieria,2657.0,2265.0,392.0,732.0,592.0,140.0,56.0,51.0,5.0,0.14753481369966126,0.053145314531453144
2012,22,Naturales,6041.0,3275.0,2766.0,1266.0,647.0,619.0,836.0,391.0,445.0,0.457871213375269,0.12083208320832083
2012,22,Otros,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,6.0,,0.0
2012,22,Policial,864.0,276.0,588.0,232.0,92.0,140.0,53.0,11.0,42.0,0.6805555555555556,0.01728172817281728
2012,22,Salud,7416.0,2322.0,5094.0,1981.0,643.0,1338.0,572.0,188.0,384.0,0.6868932038834952,0.14833483348334833
2012,22,Sociales,1230.0,490.0,740.0,309.0,134.0,175.0,67.0,15.0,52.0,0.6016260162601627,0.024602460246024603
2012,22,Tecnologia,3298.0,2418.0,880.0,732.0,624.0,108.0,70.0,53.0,17.0,0.2668283808368708,0.06596659665966596
2012,26,Derecho,2635.0,997.0,1638.0,678.0,268.0,410.0,78.0,23.0,55.0,0.6216318785578747,0.2028015085045794
2012,26,Economicas,4503.0,1417.0,3086.0,1216.0,425.0,791.0,91.0,26.0,65.0,0.685320897179658,0.3465712306626645
2012,26,Educacion,72.0,13.0,59.0,72.0,13.0,59.0,0.0,0.0,0.0,0.8194444444444444,0.005541445393673516
2012,26,Exactas,534.0,223.0,311.0,130.0,56.0,74.0,16.0,6.0,10.0,0.5823970037453183,0.041099053336411916
2012,26,Idiomas,48.0,7.0,41.0,48.0,7.0,41.0,0.0,0.0,0.0,0.8541666666666666,0.0036942969291156777
2012,26,Ingenieria,1060.0,784.0,276.0,252.0,178.0,74.0,34.0,27.0,7.0,0.26037735849056604,0.08158239051797121
2012,26,Naturales,1473.0,433.0,1040.0,428.0,123.0,305.0,61.0,16.0,45.0,0.7060420909708078,0.11336873701223736
2012,26,Psicologia,391.0,30.0,361.0,58.0,5.0,53.0,10.0,2.0,8.0,0.9232736572890026,0.030093127068421457
2012,26,Salud,445.0,80.0,365.0,109.0,21.0,88.0,25.0,4.0,21.0,0.8202247191011236,0.0342492111136766
2012,26,Sociales,793.0,320.0,473.0,280.0,107.0,173.0,15.0,4.0,11.0,0.5964691046658259,0.06103286384976526
2012,26,Tecnologia,1039.0,821.0,218.0,248.0,201.0,47.0,37.0,27.0,10.0,0.20981713185755535,0.07996613561148311
2012,30,Economicas,599.0,282.0,317.0,100.0,46.0,54.0,80.0,27.0,53.0,0.5292153589315526,0.1907643312101911
2012,30,Idiomas,97.0,21.0,76.0,13.0,5.0,8.0,5.0,0.0,5.0,0.7835051546391752,0.03089171974522293
2012,30,Psicologia,376.0,110.0,266.0,48.0,11.0,37.0,29.0,8.0,21.0,0.7074468085106383,0.1197452229299363
2012,30,Religion,351.0,326.0,25.0,70.0,64.0,6.0,40.0,37.0,3.0,0.07122507122507123,0.11178343949044586
2012,30,Salud,1410.0,525.0,885.0,218.0,74.0,144.0,168.0,50.0,118.0,0.6276595744680851,0.44904458598726116
2012,30,Sociales,121.0,44.0,77.0,15.0,6.0,9.0,17.0,6.0,11.0,0.6363636363636364,0.038535031847133756
2012,30,Tecnologia,186.0,170.0,16.0,18.0,16.0,2.0,30.0,29.0,1.0,0.08602150537634409,0.05923566878980892
2012,34,Derecho,38.0,14.0,24.0,0.0,0.0,0.0,9.0,2.0,7.0,0.631578947368421,0.004736973323360758
2012,34,Economicas,2727.0,1268.0,1459.0,939.0,511.0,428.0,71.0,23.0,48.0,0.535020168683535,0.3399401645474944
2012,34,Educacion,209.0,55.0,154.0,113.0,31.0,82.0,11.0,3.0,8.0,0.7368421052631579,0.026053353278484168
2012,34,Ingenieria,655.0,404.0,251.0,187.0,115.0,72.0,13.0,7.0,6.0,0.383206106870229,0.08165046123161307
2012,34,Naturales,1009.0,498.0,511.0,328.0,138.0,190.0,49.0,25.0,24.0,0.5064420218037661,0.12577910745450013
2012,34,Psicologia,786.0,100.0,686.0,282.0,38.0,244.0,28.0,0.0,28.0,0.8727735368956743,0.09798055347793568
2012,34,Salud,2448.0,657.0,1791.0,758.0,229.0,529.0,175.0,48.0,127.0,0.7316176470588235,0.3051608077786088
2012,34,Sociales,72.0,15.0,57.0,0.0,0.0,0.0,1.0,0.0,1.0,0.7916666666666666,0.008975317875841436
2012,34,Tecnologia,78.0,48.0,30.0,0.0,0.0,0.0,36.0,20.0,16.0,0.38461538461538464,0.009723261032161555
2012,38,Economicas,3313.0,1529.0,1784.0,919.0,470.0,449.0,31.0,16.0,15.0,0.5384847570178086,0.22535881912795047
2012,38,Educacion,1281.0,295.0,986.0,273.0,80.0,193.0,31.0,9.0,22.0,0.7697111631537861,0.08713692946058091
2012,38,Exactas,685.0,322.0,363.0,193.0,92.0,101.0,2.0,2.0,0.0,0.5299270072992701,0.04659546969593905
2012,38,Ingenieria,571.0,444.0,127.0,179.0,129.0,50.0,0.0,0.0,0.0,0.2224168126094571,0.03884089517719883
2012,38,Naturales,2767.0,1020.0,1747.0,785.0,303.0,482.0,21.0,8.0,13.0,0.6313697144922299,0.18821848853819467
2012,38,Psicologia,68.0,8.0,60.0,24.0,3.0,21.0,2.0,2.0,0.0,0.8823529411764706,0.004625535677845045
2012,38,Salud,423.0,143.0,280.0,175.0,62.0,113.0,5.0,2.0,3.0,0.6619385342789598,0.028773552819536086
2012,38,Sociales,2304.0,893.0,1411.0,587.0,246.0,341.0,25.0,8.0,17.0,0.6124131944444444,0.15672403237874974
2012,38,Tecnologia,3289.0,2417.0,872.0,651.0,522.0,129.0,18.0,15.0,3.0,0.26512617816965645,0.22372627712400517
2012,42,Derecho,1345.0,444.0,901.0,470.0,167.0,303.0,30.0,8.0,22.0,0.6698884758364312,0.18419611065461516
2012,42,Economicas,1517.0,638.0,879.0,279.0,110.0,169.0,64.0,33.0,31.0,0.5794330916282135,0.20775130101342099
2012,42,Educacion,664.0,83.0,581.0,298.0,39.0,259.0,6.0,3.0,3.0,0.875,0.09093399068748288
2012,42,Exactas,355.0,163.0,192.0,79.0,41.0,38.0,17.0,6.0,11.0,0.5408450704225352,0.04861681731032594
2012,42,Idiomas,65.0,9.0,56.0,35.0,6.0,29.0,0.0,0.0,0.0,0.8615384615384616,0.008901670775130101
2012,42,Ingenieria,310.0,274.0,36.0,83.0,70.0,13.0,15.0,15.0,0.0,0.11612903225806452,0.04245412215831279
2012,42,Naturales,2022.0,1180.0,842.0,359.0,212.0,147.0,124.0,70.0,54.0,0.41641938674579626,0.2769104354971241
2012,42,Psicologia,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0001369487811558477
2012,42,Salud,180.0,36.0,144.0,0.0,0.0,0.0,75.0,13.0,62.0,0.8,0.024650780608052588
2012,42,Sociales,420.0,152.0,268.0,292.0,112.0,180.0,18.0,4.0,14.0,0.638095238095238,0.05751848808545604
2012,42,Tecnologia,423.0,330.0,93.0,132.0,108.0,24.0,14.0,11.0,3.0,0.2198581560283688,0.05792933442892358
2012,46,Arquitectura,1055.0,615.0,440.0,168.0,100.0,68.0,27.0,11.0,16.0,0.41706161137440756,0.027872447227285938
2012,46,Arte,1005.0,607.0,398.0,204.0,106.0,98.0,10.0,8.0,2.0,0.39601990049751246,0.02655147816438139
2012,46,Derecho,6272.0,2524.0,3748.0,559.0,200.0,359.0,85.0,26.0,59.0,0.5975765306122449,0.16570235925074633
2012,46,Economicas,5526.0,2715.0,2811.0,723.0,313.0,410.0,119.0,51.0,68.0,0.508686210640608,0.14599350083221052
2012,46,Educacion,3125.0,769.0,2356.0,670.0,186.0,484.0,42.0,5.0,37.0,0.75392,0.08256056643153417
2012,46,Exactas,77.0,39.0,38.0,8.0,4.0,4.0,7.0,0.0,7.0,0.4935064935064935,0.002034292356873002
2012,46,Idiomas,255.0,96.0,159.0,55.0,18.0,37.0,5.0,2.0,3.0,0.6235294117647059,0.006736942220813188
2012,46,Ingenieria,860.0,730.0,130.0,151.0,126.0,25.0,4.0,4.0,0.0,0.1511627906976744,0.022720667881958204
2012,46,Naturales,1961.0,1115.0,846.0,367.0,199.0,168.0,24.0,10.0,14.0,0.43141254462009176,0.05180840664711633
2012,46,Policial,937.0,430.0,507.0,128.0,39.0,89.0,12.0,7.0,5.0,0.5410885805763074,0.024754960238831208
2012,46,Psicologia,1641.0,474.0,1167.0,260.0,72.0,188.0,74.0,9.0,65.0,0.7111517367458866,0.043354204644527224
2012,46,Religion,72.0,45.0,27.0,11.0,5.0,6.0,0.0,0.0,0.0,0.375,0.0019021954505825474
2012,46,Salud,6616.0,2244.0,4372.0,1078.0,376.0,702.0,282.0,75.0,207.0,0.6608222490931076,0.17479062640352963
2012,46,Sociales,1676.0,840.0,836.0,263.0,111.0,152.0,48.0,18.0,30.0,0.4988066825775656,0.044278882988560406
2012,46,Tecnologia,6773.0,5060.0,1713.0,1019.0,765.0,254.0,167.0,113.0,54.0,0.2529159899601358,0.1789384692610499
2012,50,Arquitectura,2775.0,1145.0,1630.0,427.0,169.0,258.0,228.0,83.0,145.0,0.5873873873873874,0.0556279442718252
2012,50,Arte,3139.0,1095.0,2044.0,529.0,206.0,323.0,99.0,48.0,51.0,0.6511627906976745,0.06292472687180516
2012,50,Deporte,20.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.00040092212087801946
2012,50,Derecho,7919.0,2809.0,5110.0,1390.0,503.0,887.0,432.0,151.0,281.0,0.6452834953908322,0.1587451137616518
2012,50,Economicas,11355.0,5719.0,5636.0,2572.0,1425.0,1147.0,1101.0,521.0,580.0,0.4963452223690004,0.22762353412849554
2012,50,Educacion,1666.0,391.0,1275.0,246.0,80.0,166.0,180.0,33.0,147.0,0.7653061224489796,0.03339681266913902
2012,50,Exactas,660.0,390.0,270.0,181.0,102.0,79.0,76.0,53.0,23.0,0.4090909090909091,0.013230429988974642
2012,50,Idiomas,629.0,101.0,528.0,142.0,31.0,111.0,50.0,4.0,46.0,0.8394276629570747,0.012609000701613712
2012,50,Ingenieria,2297.0,1914.0,383.0,424.0,354.0,70.0,127.0,115.0,12.0,0.16673922507618633,0.04604590558284053
2012,50,Letras,87.0,10.0,77.0,24.0,4.0,20.0,1.0,0.0,1.0,0.8850574712643678,0.0017440112258193846
2012,50,Naturales,2492.0,1224.0,1268.0,516.0,256.0,260.0,176.0,86.0,90.0,0.5088282504012841,0.049954896261401226
2012,50,Otros,255.0,89.0,166.0,127.0,42.0,85.0,0.0,0.0,0.0,0.6509803921568628,0.005111757041194748
2012,50,Policial,448.0,118.0,330.0,86.0,20.0,66.0,27.0,3.0,24.0,0.7366071428571429,0.008980655507667636
2012,50,Psicologia,3226.0,499.0,2727.0,576.0,125.0,451.0,179.0,18.0,161.0,0.8453192808431494,0.06466873809762454
2012,50,Salud,7044.0,2361.0,4683.0,1377.0,430.0,947.0,693.0,213.0,480.0,0.6648211243611585,0.14120477097323844
2012,50,Sociales,4583.0,1863.0,2720.0,851.0,421.0,430.0,250.0,102.0,148.0,0.5934977089242854,0.09187130399919816
2012,50,Tecnologia,1290.0,1126.0,164.0,132.0,126.0,6.0,106.0,95.0,11.0,0.12713178294573643,0.025859476796632253
2012,54,Arquitectura,265.0,162.0,103.0,44.0,28.0,16.0,6.0,5.0,1.0,0.3886792452830189,0.011075817102733428
2012,54,Arte,693.0,249.0,444.0,272.0,114.0,158.0,24.0,10.0,14.0,0.6406926406926406,0.028964306612053833
2012,54,Derecho,2047.0,950.0,1097.0,592.0,258.0,334.0,182.0,70.0,112.0,0.5359062042012701,0.08555546267658615
2012,54,Economicas,7292.0,3232.0,4060.0,1955.0,858.0,1097.0,310.0,116.0,194.0,0.5567745474492595,0.30477305023823453
2012,54,Educacion,663.0,115.0,548.0,276.0,58.0,218.0,25.0,3.0,22.0,0.8265460030165912,0.027710440524951935
2012,54,Exactas,647.0,451.0,196.0,331.0,258.0,73.0,12.0,4.0,8.0,0.3029366306027821,0.027041711945164255
2012,54,Idiomas,4.0,1.0,3.0,0.0,0.0,0.0,4.0,1.0,3.0,0.75,0.00016718214494691966
2012,54,Ingenieria,1779.0,1449.0,330.0,306.0,238.0,68.0,76.0,71.0,5.0,0.18549747048903878,0.07435425896514253
2012,54,Naturales,377.0,163.0,214.0,106.0,49.0,57.0,16.0,7.0,9.0,0.5676392572944297,0.015756917161247178
2012,54,Psicologia,3081.0,582.0,2499.0,948.0,189.0,759.0,110.0,16.0,94.0,0.8111002921129503,0.1287720471453649
2012,54,Salud,3516.0,854.0,2662.0,924.0,210.0,714.0,193.0,40.0,153.0,0.7571103526734926,0.1469531054083424
2012,54,Sociales,2383.0,892.0,1491.0,679.0,299.0,380.0,44.0,9.0,35.0,0.6256819135543432,0.09959876285212739
2012,54,Tecnologia,1179.0,1001.0,178.0,220.0,198.0,22.0,16.0,12.0,4.0,0.15097540288379982,0.04927693722310457
2012,66,Arte,42.0,6.0,36.0,0.0,0.0,0.0,6.0,0.0,6.0,0.8571428571428571,0.0016069788797061523
2012,66,Derecho,168.0,116.0,52.0,62.0,14.0,48.0,20.0,6.0,14.0,0.30952380952380953,0.006427915518824609
2012,66,Economicas,6952.0,2746.0,4206.0,1321.0,527.0,794.0,61.0,27.0,34.0,0.6050057537399309,0.265993265993266
2012,66,Educacion,815.0,106.0,709.0,94.0,16.0,78.0,12.0,2.0,10.0,0.8699386503067484,0.03118304254667891
2012,66,Exactas,2089.0,1061.0,1028.0,552.0,274.0,278.0,62.0,31.0,31.0,0.49210148396361897,0.0799280685644322
2012,66,Idiomas,117.0,19.0,98.0,1.0,0.0,1.0,7.0,0.0,7.0,0.8376068376068376,0.004476584022038568
2012,66,Ingenieria,2489.0,1916.0,573.0,683.0,516.0,167.0,54.0,40.0,14.0,0.2302129369224588,0.09523262932353842
2012,66,Naturales,3579.0,1868.0,1711.0,792.0,440.0,352.0,156.0,86.0,70.0,0.4780664990220732,0.13693755739210284
2012,66,Psicologia,25.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0009565350474441384
2012,66,Salud,4523.0,783.0,3740.0,927.0,188.0,739.0,201.0,19.0,182.0,0.826884810966173,0.1730563207835935
2012,66,Sociales,2831.0,1031.0,1800.0,534.0,225.0,309.0,31.0,4.0,27.0,0.6358177322500883,0.10831802877257422
2012,66,Tecnologia,2506.0,1801.0,705.0,619.0,495.0,124.0,53.0,29.0,24.0,0.2813248204309657,0.09588307315580043
2012,70,Arquitectura,1298.0,731.0,567.0,216.0,120.0,96.0,57.0,27.0,30.0,0.43682588597842836,0.06831219409504763
2012,70,Arte,924.0,389.0,535.0,202.0,81.0,121.0,18.0,9.0,9.0,0.579004329004329,0.04862901952528814
2012,70,Derecho,1901.0,653.0,1248.0,282.0,110.0,172.0,42.0,16.0,26.0,0.6564965807469753,0.10004736592810905
2012,70,Economicas,4379.0,1734.0,2645.0,964.0,419.0,545.0,129.0,47.0,82.0,0.6040191824617492,0.23046155465501816
2012,70,Educacion,355.0,55.0,300.0,36.0,8.0,28.0,2.0,0.0,2.0,0.8450704225352113,0.018683227198568495
2012,70,Exactas,1280.0,656.0,624.0,257.0,134.0,123.0,42.0,15.0,27.0,0.4875,0.06736487553286669
2012,70,Idiomas,186.0,34.0,152.0,48.0,7.0,41.0,0.0,0.0,0.0,0.8172043010752689,0.009788958475869691
2012,70,Ingenieria,2272.0,1897.0,375.0,407.0,331.0,76.0,97.0,89.0,8.0,0.16505281690140844,0.11957265407083838
