anio,carrera_grupo,carrera_nombre,estudiantes_total,estudiantes_varones,estudiantes_mujeres,nuevos_inscriptos_total,nuevos_inscriptos_varones,nuevos_inscriptos_mujeres,egresados_total,egresados_varones,egresados_mujeres,estudiantes_mujeres_pct,inscripciones_mujeres_pct
2012,Arte,Diseño Industrial,10656.0,6073.0,4583.0,2266.0,1269.0,997.0,449.0,223.0,226.0,0.43008633633633636,0.43998234774933803
2012,Arte,Diseño Textil y de Indumentaria,9236.0,475.0,8761.0,1831.0,145.0,1686.0,348.0,23.0,325.0,0.9485708098744045,0.920808301474604
2012,Arte,Diseño de Interiores,1646.0,394.0,1252.0,495.0,161.0,334.0,146.0,25.0,121.0,0.7606318347509113,0.6747474747474748
2012,Arte,Estadistica,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2012,Arte,Fisica,6.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
2012,Arte,Formacion Docente para el nivel medio y/o superior universitario y no,9.0,6.0,3.0,0.0,0.0,0.0,7.0,5.0,2.0,0.3333333333333333,
2012,Arte,Ingenieria Electronica,199.0,178.0,21.0,44.0,42.0,2.0,0.0,0.0,0.0,0.10552763819095477,0.045454545454545456
2012,Arte,Ingenieria Forestal e Industrias de la Madera,28.0,23.0,5.0,12.0,9.0,3.0,2.0,2.0,0.0,0.17857142857142858,0.25
2012,Arte,Ingenieria Industrial,521.0,70.0,451.0,135.0,13.0,122.0,18.0,2.0,16.0,0.8656429942418427,0.9037037037037037
2012,Arte,Meteorologia,11.0,3.0,8.0,0.0,0.0,0.0,2.0,0.0,2.0,0.7272727272727273,
2012,Arte,Musica,7597.0,5390.0,2207.0,2118.0,1544.0,574.0,131.0,84.0,47.0,0.290509411609846,0.27101038715769593
2012,Arte,"Paisajismo, Jardineria y Floricultura",634.0,161.0,473.0,160.0,41.0,119.0,7.0,4.0,3.0,0.7460567823343849,0.74375
2012,Arte,Periodismo,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,,
2012,Arte,Publicidad,0.0,0.0,0.0,0.0,0.0,0.0,63.0,25.0,38.0,,
2012,Arte,Radiologia y Diagnostico por Imagenes,0.0,0.0,0.0,0.0,0.0,0.0,50.0,13.0,37.0,,
2012,Arte,Relaciones Publicas,6.0,4.0,2.0,5.0,4.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.2
2012,Arte,Teatro y Danza,6426.0,1721.0,4705.0,1569.0,469.0,1100.0,164.0,29.0,135.0,0.7321817615935263,0.7010834926704907
2012,Arte,Terapia Ocupacional,84.0,5.0,79.0,41.0,2.0,39.0,9.0,0.0,9.0,0.9404761904761905,0.9512195121951219
2012,Arte,optica,68.0,7.0,61.0,0.0,0.0,0.0,55.0,6.0,49.0,0.8970588235294118,
2012,Deporte,Actividad Fisica y Deportes,1480.0,843.0,637.0,580.0,346.0,234.0,157.0,83.0,74.0,0.4304054054054054,0.40344827586206894
2012,Deporte,Educacion Fisica y Deportes,266.0,136.0,130.0,98.0,61.0,37.0,15.0,5.0,10.0,0.48872180451127817,0.37755102040816324
2012,Deporte,Fisica,37.0,23.0,14.0,25.0,15.0,10.0,0.0,0.0,0.0,0.3783783783783784,0.4
2012,Deporte,Formacion Docente para el nivel medio y/o superior universitario y no,19.0,12.0,7.0,0.0,0.0,0.0,7.0,6.0,1.0,0.3684210526315789,
2012,Deporte,Periodismo,1228.0,913.0,315.0,456.0,337.0,119.0,32.0,24.0,8.0,0.25651465798045603,0.26096491228070173
2012,Deporte,Terapia Ocupacional,364.0,173.0,191.0,79.0,36.0,43.0,13.0,3.0,10.0,0.5247252747252747,0.5443037974683544
2012,Derecho,Contabilidad,801.0,383.0,418.0,101.0,46.0,55.0,110.0,54.0,56.0,0.5218476903870163,0.5445544554455446
2012,Derecho,Derecho y Ciencias Juridicas,6643.0,2673.0,3970.0,1498.0,654.0,844.0,1876.0,751.0,1125.0,0.5976215565256661,0.5634178905206942
2012,Derecho,Filosofia,5.0,0.0,5.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0
2012,Derecho,Formacion Docente para el nivel medio y/o superior universitario y no,861.0,250.0,611.0,324.0,94.0,230.0,63.0,14.0,49.0,0.7096399535423926,0.7098765432098766
2012,Derecho,Martillero Publico,14063.0,7433.0,6630.0,6901.0,3675.0,3226.0,1969.0,963.0,1006.0,0.4714499040034132,0.46746848282857556
2012,Derecho,Notariado,5153.0,1472.0,3681.0,1253.0,370.0,883.0,561.0,144.0,417.0,0.7143411604890355,0.704708699122107
2012,Derecho,Otros Idiomas,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2012,Derecho,Psicologia,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,
2012,Derecho,Sociologia,7.0,0.0,7.0,7.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0
2012,Economicas,Actividad Fisica y Deportes,20.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,
2012,Economicas,Actuario,2757.0,1347.0,1410.0,261.0,120.0,141.0,43.0,25.0,18.0,0.5114254624591947,0.5402298850574713
2012,Economicas,Administracion Hospitalaria y de Sistemas de Salud,348.0,167.0,181.0,108.0,55.0,53.0,22.0,10.0,12.0,0.5201149425287356,0.49074074074074076
2012,Economicas,Administracion Hotelera,2327.0,553.0,1774.0,571.0,153.0,418.0,127.0,26.0,101.0,0.7623549634722819,0.7320490367775832
2012,Economicas,Administracion Publica,2689.0,1044.0,1645.0,869.0,377.0,492.0,261.0,115.0,146.0,0.6117515805132019,0.5661680092059839
2012,Economicas,Administracion de Empresas Agropecuarias,3554.0,2248.0,1306.0,890.0,578.0,312.0,189.0,118.0,71.0,0.3674732695554305,0.350561797752809
2012,Economicas,Administracion y Gestion Ambiental,92.0,55.0,37.0,10.0,4.0,6.0,5.0,4.0,1.0,0.40217391304347827,0.6
2012,Economicas,Administracion y Gestion Cultural,1901.0,602.0,1299.0,783.0,240.0,543.0,176.0,63.0,113.0,0.6833245660178853,0.6934865900383141
2012,Economicas,Adminsitracion y Produccion de seguros,132.0,71.0,61.0,0.0,0.0,0.0,12.0,7.0,5.0,0.4621212121212121,
2012,Economicas,Arquitectura y Urbanismo,117.0,51.0,66.0,29.0,13.0,16.0,7.0,0.0,7.0,0.5641025641025641,0.5517241379310345
2012,Economicas,Bibliotecologia y Documentacion,709.0,176.0,533.0,292.0,77.0,215.0,19.0,8.0,11.0,0.7517630465444288,0.7363013698630136
2012,Economicas,Bromatologia,83.0,24.0,59.0,20.0,6.0,14.0,3.0,1.0,2.0,0.7108433734939759,0.7
2012,Economicas,Ciencia Politica,1311.0,952.0,359.0,283.0,169.0,114.0,225.0,191.0,34.0,0.2738367658276125,0.4028268551236749
2012,Economicas,Ciencias de la Educacion,577.0,190.0,387.0,133.0,87.0,46.0,41.0,5.0,36.0,0.6707105719237435,0.3458646616541353
2012,Economicas,Ciencias del Ambiente y Recursos Naturales,38.0,20.0,18.0,2.0,2.0,0.0,2.0,0.0,2.0,0.47368421052631576,0.0
2012,Economicas,Comercializacion y Marketing,12383.0,7178.0,5205.0,4080.0,2334.0,1746.0,1206.0,609.0,597.0,0.42033432932245823,0.4279411764705882
2012,Economicas,Comercio Exterior,13665.0,7039.0,6626.0,3296.0,1779.0,1517.0,869.0,393.0,476.0,0.4848884010245152,0.46025485436893204
2012,Economicas,Comercio Internacional,2299.0,1206.0,1093.0,1044.0,552.0,492.0,162.0,78.0,84.0,0.4754240974336668,0.47126436781609193
2012,Economicas,"Computacion, Sistemas e Informatica",2397.0,1761.0,636.0,422.0,306.0,116.0,195.0,137.0,58.0,0.26533166458072593,0.27488151658767773
2012,Economicas,Comunicacion Social,38.0,14.0,24.0,14.0,6.0,8.0,12.0,7.0,5.0,0.631578947368421,0.5714285714285714
2012,Economicas,Contabilidad,2924.0,1048.0,1876.0,1291.0,466.0,825.0,834.0,341.0,493.0,0.6415868673050615,0.6390395042602633
2012,Economicas,Contador Publico Nacional,150141.0,63784.0,86357.0,25676.0,11405.0,14271.0,7376.0,2899.0,4477.0,0.5751726710225721,0.5558108739679077
2012,Economicas,Criminologia,79.0,19.0,60.0,0.0,0.0,0.0,7.0,3.0,4.0,0.759493670886076,
2012,Economicas,Derecho y Ciencias Juridicas,511.0,126.0,385.0,162.0,32.0,130.0,92.0,21.0,71.0,0.7534246575342466,0.8024691358024691
2012,Economicas,Diseño Grafico,22.0,21.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.045454545454545456,
2012,Economicas,Economia,18455.0,10560.0,7895.0,4333.0,2387.0,1946.0,890.0,525.0,365.0,0.42779734489298293,0.4491114701130856
2012,Economicas,Educacion Fisica y Deportes,68.0,37.0,31.0,24.0,15.0,9.0,1.0,1.0,0.0,0.45588235294117646,0.375
2012,Economicas,Estadistica,33.0,22.0,11.0,16.0,11.0,5.0,2.0,1.0,1.0,0.3333333333333333,0.3125
2012,Economicas,Farmacia,62.0,20.0,42.0,15.0,1.0,14.0,0.0,0.0,0.0,0.6774193548387096,0.9333333333333333
2012,Economicas,Finanzas y Negocios,6929.0,4100.0,2829.0,2230.0,1330.0,900.0,735.0,433.0,302.0,0.40828402366863903,0.40358744394618834
2012,Economicas,Formacion Docente de Nivel Superior y Universitario,164.0,66.0,98.0,71.0,29.0,42.0,8.0,3.0,5.0,0.5975609756097561,0.5915492957746479
2012,Economicas,Formacion Docente para el nivel medio y/o superior universitario y no,1279.0,386.0,893.0,400.0,132.0,268.0,39.0,10.0,29.0,0.6982017200938233,0.67
2012,Economicas,Gestion y Administracion de Empresas,105302.0,51566.0,53736.0,26799.0,13422.0,13377.0,6690.0,3283.0,3407.0,0.5103036979354618,0.499160416433449
2012,Economicas,Guardaparque,45.0,32.0,13.0,45.0,32.0,13.0,0.0,0.0,0.0,0.28888888888888886,0.28888888888888886
2012,Economicas,Higiene y Seguridad Industrial,17081.0,11611.0,5470.0,7600.0,5106.0,2494.0,1513.0,1090.0,423.0,0.3202388618933318,0.3281578947368421
2012,Economicas,Ingenieria Basica,11.0,7.0,4.0,8.0,4.0,4.0,3.0,3.0,0.0,0.36363636363636365,0.5
2012,Economicas,Ingenieria Forestal e Industrias de la Madera,39.0,32.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1794871794871795,
2012,Economicas,"Ingenieria Geodesta Geofisica, Nuclear, Energetica y en Petroleo",147.0,98.0,49.0,76.0,55.0,21.0,11.0,7.0,4.0,0.3333333333333333,0.27631578947368424
2012,Economicas,Ingenieria Hidraulica,61.0,41.0,20.0,18.0,10.0,8.0,5.0,4.0,1.0,0.32786885245901637,0.4444444444444444
2012,Economicas,Ingenieria Industrial,19.0,6.0,13.0,18.0,5.0,13.0,1.0,1.0,0.0,0.6842105263157895,0.7222222222222222
2012,Economicas,Ingenieria Laboral,122.0,96.0,26.0,12.0,8.0,4.0,34.0,28.0,6.0,0.21311475409836064,0.3333333333333333
2012,Economicas,Ingenieria Mecanica,109.0,100.0,9.0,109.0,100.0,9.0,0.0,0.0,0.0,0.08256880733944955,0.08256880733944955
2012,Economicas,Ingenieria en Minas,98.0,94.0,4.0,31.0,29.0,2.0,0.0,0.0,0.0,0.04081632653061224,0.06451612903225806
2012,Economicas,Ingenieria en Telecomunicaciones,10.0,6.0,4.0,3.0,1.0,2.0,5.0,3.0,2.0,0.4,0.6666666666666666
2012,Economicas,Logistica y Transportes,1706.0,1403.0,303.0,545.0,454.0,91.0,110.0,82.0,28.0,0.1776084407971864,0.1669724770642202
2012,Economicas,Marketing y Comercializacion,631.0,267.0,364.0,255.0,105.0,150.0,80.0,34.0,46.0,0.5768621236133122,0.5882352941176471
2012,Economicas,Martillero Publico,5405.0,2849.0,2556.0,1635.0,897.0,738.0,796.0,381.0,415.0,0.472895467160037,0.45137614678899085
2012,Economicas,Organizacion y Produccion Industrial,3163.0,2373.0,790.0,1061.0,843.0,218.0,251.0,184.0,67.0,0.24976288333860258,0.2054665409990575
2012,Economicas,Periodismo,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,
2012,Economicas,Produccion Animal,185.0,155.0,30.0,83.0,73.0,10.0,4.0,3.0,1.0,0.16216216216216217,0.12048192771084337
2012,Economicas,Produccion e Ingenieria Agropecuaria,110.0,52.0,58.0,24.0,9.0,15.0,12.0,4.0,8.0,0.5272727272727272,0.625
2012,Economicas,Psicopedagogia,109.0,14.0,95.0,44.0,0.0,44.0,2.0,0.0,2.0,0.8715596330275229,1.0
2012,Economicas,Publicidad,6497.0,2790.0,3707.0,1368.0,606.0,762.0,848.0,301.0,547.0,0.570571032784362,0.5570175438596491
2012,Economicas,Redes y Telecomunicaciones,346.0,320.0,26.0,154.0,148.0,6.0,44.0,39.0,5.0,0.07514450867052024,0.03896103896103896
2012,Economicas,Relaciones Institucionales y Humanas,4617.0,1314.0,3303.0,1176.0,358.0,818.0,481.0,126.0,355.0,0.7153996101364523,0.6955782312925171
2012,Economicas,Relaciones Laborales,17422.0,5397.0,12025.0,4694.0,1549.0,3145.0,1202.0,324.0,878.0,0.6902192630008036,0.670004260758415
2012,Economicas,Relaciones Publicas,8884.0,2466.0,6418.0,2242.0,736.0,1506.0,756.0,132.0,624.0,0.7224223322827555,0.6717216770740411
2012,Economicas,Servicio Social,48.0,9.0,39.0,10.0,0.0,10.0,5.0,1.0,4.0,0.8125,1.0
2012,Economicas,Sociologia,112.0,47.0,65.0,55.0,22.0,33.0,19.0,8.0,11.0,0.5803571428571429,0.6
2012,Economicas,Tecnologia y Ciencias Aplicadas,551.0,361.0,190.0,260.0,171.0,89.0,39.0,29.0,10.0,0.3448275862068966,0.3423076923076923
2012,Economicas,Trabajo Social,391.0,58.0,333.0,65.0,7.0,58.0,2.0,1.0,1.0,0.8516624040920716,0.8923076923076924
2012,Economicas,Turismo y Hoteleria,20362.0,6505.0,13857.0,5462.0,1917.0,3545.0,1207.0,260.0,947.0,0.6805323642078381,0.6490296594653973
2012,Economicas,optica,973.0,337.0,636.0,262.0,105.0,157.0,59.0,18.0,41.0,0.6536485097636177,0.5992366412213741
2012,Educacion,Actividad Fisica y Deportes,63.0,9.0,54.0,0.0,0.0,0.0,9.0,2.0,7.0,0.8571428571428571,
2012,Educacion,Administracion de Empresas Agropecuarias,57.0,18.0,39.0,11.0,1.0,10.0,12.0,3.0,9.0,0.6842105263157895,0.9090909090909091
2012,Educacion,Administracion y Gestion Cultural,3339.0,711.0,2628.0,1319.0,296.0,1023.0,220.0,45.0,175.0,0.7870619946091644,0.775587566338135
2012,Educacion,Aleman,77.0,17.0,60.0,22.0,5.0,17.0,4.0,1.0,3.0,0.7792207792207793,0.7727272727272727
2012,Educacion,Arquitectura y Urbanismo,23.0,7.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6956521739130435,1.0
2012,Educacion,Artes Plasticas,490.0,110.0,380.0,146.0,34.0,112.0,0.0,0.0,0.0,0.7755102040816326,0.7671232876712328
2012,Educacion,Bibliotecologia y Documentacion,2462.0,471.0,1991.0,828.0,177.0,651.0,161.0,20.0,141.0,0.8086921202274574,0.7862318840579711
2012,Educacion,Ciencia Politica,15.0,12.0,3.0,13.0,12.0,1.0,13.0,12.0,1.0,0.2,0.07692307692307693
2012,Educacion,Ciencias de la Educacion,39522.0,8316.0,31206.0,12266.0,3039.0,9227.0,3086.0,657.0,2429.0,0.7895855472901169,0.7522419696722648
2012,Educacion,Ciencias del Ambiente y Recursos Naturales,91.0,23.0,68.0,11.0,1.0,10.0,10.0,5.0,5.0,0.7472527472527473,0.9090909090909091
2012,Educacion,"Computacion, Sistemas e Informatica",485.0,174.0,311.0,76.0,22.0,54.0,9.0,2.0,7.0,0.6412371134020619,0.7105263157894737
2012,Educacion,Comunicacion Social,24.0,8.0,16.0,24.0,8.0,16.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666
2012,Educacion,Educacion Basica,5489.0,405.0,5084.0,1431.0,108.0,1323.0,441.0,29.0,412.0,0.9262160685006376,0.9245283018867925
2012,Educacion,Educacion Especial,2505.0,172.0,2333.0,667.0,63.0,604.0,109.0,7.0,102.0,0.9313373253493014,0.9055472263868066
2012,Educacion,Educacion Fisica y Deportes,15840.0,8895.0,6945.0,4362.0,2512.0,1850.0,802.0,392.0,410.0,0.4384469696969697,0.4241173773498395
2012,Educacion,Educacion Inicial,8485.0,214.0,8271.0,2381.0,83.0,2298.0,732.0,5.0,727.0,0.9747790218031821,0.9651406971860563
2012,Educacion,Educacion de Adultos,84.0,14.0,70.0,34.0,9.0,25.0,0.0,0.0,0.0,0.8333333333333334,0.7352941176470589
2012,Educacion,Enfermeria,0.0,0.0,0.0,0.0,0.0,0.0,735.0,187.0,548.0,,
2012,Educacion,Enologia y Frutihorticultura,290.0,290.0,0.0,14.0,14.0,0.0,3.0,3.0,0.0,0.0,0.0
2012,Educacion,Fisica,52.0,29.0,23.0,15.0,9.0,6.0,0.0,0.0,0.0,0.4423076923076923,0.4
2012,Educacion,Formacion Docente de Nivel Superior y Universitario,4488.0,1683.0,2805.0,1437.0,518.0,919.0,542.0,192.0,350.0,0.625,0.639526791927627
2012,Educacion,Formacion Docente para el nivel medio y/o superior universitario y no,32660.0,9040.0,23620.0,8284.0,2582.0,5702.0,1434.0,346.0,1088.0,0.7232088181261482,0.6883148237566393
2012,Educacion,Frances,210.0,49.0,161.0,68.0,20.0,48.0,16.0,3.0,13.0,0.7666666666666667,0.7058823529411765
2012,Educacion,Geografia,105.0,32.0,73.0,0.0,0.0,0.0,9.0,4.0,5.0,0.6952380952380952,
2012,Educacion,Gestion y Administracion de Empresas,318.0,62.0,256.0,155.0,36.0,119.0,44.0,9.0,35.0,0.8050314465408805,0.7677419354838709
2012,Educacion,Ingenieria Ambiental,19.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7894736842105263,
2012,Educacion,Ingenieria Naval,85.0,78.0,7.0,0.0,0.0,0.0,85.0,78.0,7.0,0.08235294117647059,
2012,Educacion,Ingles,11252.0,1820.0,9432.0,2920.0,553.0,2367.0,715.0,73.0,642.0,0.8382509776039815,0.8106164383561644
2012,Educacion,Instrumentacion Quirurgica,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,,
2012,Educacion,Italiano,171.0,28.0,143.0,51.0,16.0,35.0,12.0,1.0,11.0,0.8362573099415205,0.6862745098039216
2012,Educacion,Letras,454.0,107.0,347.0,125.0,32.0,93.0,4.0,1.0,3.0,0.76431718061674,0.744
2012,Educacion,Martillero Publico,125.0,55.0,70.0,39.0,19.0,20.0,3.0,2.0,1.0,0.56,0.5128205128205128
2012,Educacion,Medicina,16.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,
2012,Educacion,Musica,504.0,249.0,255.0,149.0,92.0,57.0,5.0,1.0,4.0,0.5059523809523809,0.3825503355704698
2012,Educacion,Odontologia,135.0,32.0,103.0,9.0,0.0,9.0,1.0,0.0,1.0,0.762962962962963,1.0
2012,Educacion,Otros Idiomas,2664.0,533.0,2131.0,656.0,172.0,484.0,3.0,0.0,3.0,0.799924924924925,0.7378048780487805
2012,Educacion,Portugues,217.0,34.0,183.0,98.0,22.0,76.0,4.0,0.0,4.0,0.8433179723502304,0.7755102040816326
2012,Educacion,Psicopedagogia,483.0,81.0,402.0,52.0,5.0,47.0,19.0,3.0,16.0,0.8322981366459627,0.9038461538461539
2012,Educacion,Relaciones Internacionales,175.0,73.0,102.0,62.0,31.0,31.0,6.0,1.0,5.0,0.5828571428571429,0.5
2012,Educacion,Sanidad y Saneamiento Ambiental,0.0,0.0,0.0,0.0,0.0,0.0,48.0,8.0,40.0,,
2012,Educacion,Sociologia,117.0,47.0,70.0,115.0,52.0,63.0,9.0,5.0,4.0,0.5982905982905983,0.5478260869565217
2012,Educacion,Teologia,250.0,106.0,144.0,142.0,59.0,83.0,0.0,0.0,0.0,0.576,0.5845070422535211
2012,Exactas,Astronomia,124.0,68.0,56.0,26.0,11.0,15.0,7.0,0.0,7.0,0.45161290322580644,0.5769230769230769
2012,Exactas,Bioingenieria,5008.0,1872.0,3136.0,1011.0,401.0,610.0,227.0,79.0,148.0,0.6261980830670927,0.6033630069238378
2012,Exactas,Bioquimica,53.0,15.0,38.0,21.0,6.0,15.0,1.0,1.0,0.0,0.7169811320754716,0.7142857142857143
2012,Exactas,Bromatologia,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012,Exactas,Ciencia Politica,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012,Exactas,Ciencias de la Educacion,267.0,97.0,170.0,43.0,19.0,24.0,4.0,3.0,1.0,0.6367041198501873,0.5581395348837209
2012,Exactas,Educacion Basica,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2012,Exactas,Electromecanica,213.0,211.0,2.0,84.0,82.0,2.0,14.0,14.0,0.0,0.009389671361502348,0.023809523809523808
2012,Exactas,Electronica,291.0,283.0,8.0,96.0,93.0,3.0,34.0,33.0,1.0,0.027491408934707903,0.03125
2012,Exactas,Estadistica,619.0,246.0,373.0,143.0,73.0,70.0,32.0,9.0,23.0,0.6025848142164781,0.48951048951048953
2012,Exactas,Fisica,3318.0,2393.0,925.0,655.0,485.0,170.0,192.0,131.0,61.0,0.27878239903556357,0.2595419847328244
2012,Exactas,Formacion Docente para el nivel medio y/o superior universitario y no,9637.0,3329.0,6308.0,3029.0,1111.0,1918.0,308.0,87.0,221.0,0.6545605478883469,0.6332122812809509
2012,Exactas,Geologia,5417.0,3061.0,2356.0,1206.0,654.0,552.0,143.0,86.0,57.0,0.4349270814103747,0.4577114427860697
2012,Exactas,Ingenieria Electrica,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,
2012,Exactas,"Ingenieria Geodesta Geofisica, Nuclear, Energetica y en Petroleo",48.0,36.0,12.0,31.0,25.0,6.0,24.0,21.0,3.0,0.25,0.1935483870967742
2012,Exactas,Ingenieria Hidraulica,84.0,58.0,26.0,16.0,13.0,3.0,2.0,1.0,1.0,0.30952380952380953,0.1875
2012,Exactas,Ingenieria Naval,30.0,30.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,
2012,Exactas,Ingenieria Quimica,14600.0,7499.0,7101.0,2915.0,1448.0,1467.0,590.0,306.0,284.0,0.4863698630136986,0.5032590051457976
2012,Exactas,Matematica,5471.0,2303.0,3168.0,1144.0,475.0,669.0,203.0,100.0,103.0,0.579053189544873,0.5847902097902098
2012,Exactas,Medicina,19.0,7.0,12.0,19.0,7.0,12.0,0.0,0.0,0.0,0.631578947368421,0.631578947368421
2012,Exactas,Organizacion y Produccion Industrial,446.0,408.0,38.0,311.0,280.0,31.0,9.0,9.0,0.0,0.08520179372197309,0.09967845659163987
2012,Exactas,Produccion e Ingenieria Agropecuaria,26.0,23.0,3.0,17.0,15.0,2.0,0.0,0.0,0.0,0.11538461538461539,0.11764705882352941
2012,Exactas,Quimica,8102.0,3015.0,5087.0,2133.0,757.0,1376.0,923.0,329.0,594.0,0.6278696618118983,0.6451007969995312
2012,Exactas,Salud Publica,70.0,8.0,62.0,33.0,4.0,29.0,16.0,2.0,14.0,0.8857142857142857,0.8787878787878788
2012,Ingenieria,Administracion y Gestion Ambiental,20.0,19.0,1.0,0.0,0.0,0.0,8.0,8.0,0.0,0.05,
2012,Ingenieria,Artes Audiovisuales,757.0,710.0,47.0,324.0,295.0,29.0,0.0,0.0,0.0,0.062087186261558784,0.08950617283950617
2012,Ingenieria,Bioingenieria,1209.0,726.0,483.0,297.0,170.0,127.0,40.0,26.0,14.0,0.39950372208436724,0.4276094276094276
2012,Ingenieria,Ciencias del Ambiente y Recursos Naturales,142.0,80.0,62.0,13.0,5.0,8.0,7.0,3.0,4.0,0.43661971830985913,0.6153846153846154
2012,Ingenieria,Higiene y Seguridad Industrial,150.0,114.0,36.0,58.0,45.0,13.0,24.0,16.0,8.0,0.24,0.22413793103448276
2012,Ingenieria,Ingenieria Aeronautica,1440.0,1298.0,142.0,282.0,242.0,40.0,44.0,40.0,4.0,0.09861111111111111,0.14184397163120568
2012,Ingenieria,Ingenieria Agronomica,32.0,10.0,22.0,10.0,5.0,5.0,0.0,0.0,0.0,0.6875,0.5
2012,Ingenieria,Ingenieria Ambiental,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Ingenieria,Ingenieria Basica,235.0,198.0,37.0,79.0,69.0,10.0,421.0,343.0,78.0,0.1574468085106383,0.12658227848101267
2012,Ingenieria,Ingenieria Civil,20693.0,15908.0,4785.0,4339.0,3175.0,1164.0,675.0,544.0,131.0,0.23123761658531872,0.26826457709149576
2012,Ingenieria,Ingenieria Electrica,5189.0,4935.0,254.0,980.0,923.0,57.0,172.0,165.0,7.0,0.04894970129119291,0.058163265306122446
2012,Ingenieria,Ingenieria Electromecanica,7196.0,6918.0,278.0,1636.0,1534.0,102.0,205.0,203.0,2.0,0.038632573652028906,0.06234718826405868
2012,Ingenieria,Ingenieria Electronica,16999.0,16027.0,972.0,2925.0,2689.0,236.0,684.0,652.0,32.0,0.0571798341078887,0.08068376068376068
2012,Ingenieria,Ingenieria Forestal e Industrias de la Madera,1199.0,725.0,474.0,269.0,157.0,112.0,35.0,22.0,13.0,0.39532944120100083,0.4163568773234201
2012,Ingenieria,"Ingenieria Geodesta Geofisica, Nuclear, Energetica y en Petroleo",1694.0,1303.0,391.0,526.0,399.0,127.0,60.0,53.0,7.0,0.23081463990554899,0.2414448669201521
2012,Ingenieria,Ingenieria Hidraulica,456.0,327.0,129.0,113.0,78.0,35.0,18.0,15.0,3.0,0.28289473684210525,0.30973451327433627
2012,Ingenieria,Ingenieria Industrial,29525.0,22885.0,6640.0,6116.0,4598.0,1518.0,1482.0,1126.0,356.0,0.22489415749364944,0.24820143884892087
2012,Ingenieria,Ingenieria Mecanica,15413.0,14674.0,739.0,3190.0,2970.0,220.0,496.0,486.0,10.0,0.04794653863621618,0.06896551724137931
2012,Ingenieria,Ingenieria Metalurgica,217.0,151.0,66.0,35.0,24.0,11.0,3.0,2.0,1.0,0.30414746543778803,0.3142857142857143
2012,Ingenieria,Ingenieria Naval,886.0,772.0,114.0,228.0,193.0,35.0,11.0,11.0,0.0,0.12866817155756208,0.15350877192982457
2012,Ingenieria,Ingenieria Quimica,94.0,51.0,43.0,20.0,7.0,13.0,8.0,3.0,5.0,0.4574468085106383,0.65
2012,Ingenieria,Ingenieria Textil,132.0,37.0,95.0,22.0,1.0,21.0,11.0,6.0,5.0,0.7196969696969697,0.9545454545454546
2012,Ingenieria,Ingenieria Vial,66.0,51.0,15.0,58.0,47.0,11.0,11.0,9.0,2.0,0.22727272727272727,0.1896551724137931
2012,Ingenieria,Ingenieria en Construcciones,148.0,122.0,26.0,11.0,10.0,1.0,15.0,12.0,3.0,0.17567567567567569,0.09090909090909091
2012,Ingenieria,Ingenieria en Materiales,464.0,294.0,170.0,124.0,79.0,45.0,32.0,20.0,12.0,0.36637931034482757,0.3629032258064516
2012,Ingenieria,Ingenieria en Minas,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,
2012,Ingenieria,Ingenieria en Sistemas,1331.0,1115.0,216.0,243.0,202.0,41.0,38.0,33.0,5.0,0.1622839969947408,0.16872427983539096
2012,Ingenieria,Ingenieria en Telecomunicaciones,1428.0,1331.0,97.0,242.0,219.0,23.0,146.0,135.0,11.0,0.06792717086834733,0.09504132231404959
2012,Ingenieria,Ingenieria en Vias de Comunicacion,26.0,22.0,4.0,6.0,5.0,1.0,1.0,1.0,0.0,0.15384615384615385,0.16666666666666666
