anio,carrera_grupo,carrera_nombre,estudiantes_total,estudiantes_varones,estudiantes_mujeres,nuevos_inscriptos_total,nuevos_inscriptos_varones,nuevos_inscriptos_mujeres,egresados_total,egresados_varones,egresados_mujeres,estudiantes_mujeres_pct,inscripciones_mujeres_pct
2010,Economicas,Servicio Social,57.0,11.0,46.0,23.0,4.0,19.0,12.0,5.0,7.0,0.8070175438596491,0.8260869565217391
2010,Economicas,Sociologia,86.0,33.0,53.0,26.0,12.0,14.0,16.0,2.0,14.0,0.6162790697674418,0.5384615384615384
2010,Economicas,Tecnologia y Ciencias Aplicadas,263.0,173.0,90.0,142.0,90.0,52.0,20.0,18.0,2.0,0.34220532319391633,0.36619718309859156
2010,Economicas,Trabajo Social,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2010,Economicas,Turismo y Hoteleria,20019.0,6374.0,13555.0,5681.0,2055.0,3562.0,1181.0,297.0,884.0,0.6771067485888406,0.6270022883295194
2010,Economicas,optica,896.0,111.0,177.0,282.0,50.0,59.0,61.0,5.0,22.0,0.19754464285714285,0.20921985815602837
2010,Educacion,Actividad Fisica y Deportes,98.0,17.0,81.0,62.0,8.0,54.0,6.0,1.0,5.0,0.826530612244898,0.8709677419354839
2010,Educacion,Administracion de Empresas Agropecuarias,54.0,19.0,35.0,12.0,3.0,9.0,12.0,4.0,8.0,0.6481481481481481,0.75
2010,Educacion,Administracion y Gestion Cultural,2407.0,518.0,1889.0,1031.0,231.0,800.0,156.0,31.0,125.0,0.7847943498130453,0.7759456838021338
2010,Educacion,Aleman,74.0,13.0,61.0,27.0,4.0,23.0,2.0,0.0,2.0,0.8243243243243243,0.8518518518518519
2010,Educacion,Arquitectura y Urbanismo,9.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,
2010,Educacion,Artes Plasticas,657.0,148.0,509.0,166.0,42.0,124.0,0.0,0.0,0.0,0.7747336377473364,0.7469879518072289
2010,Educacion,Bibliotecologia y Documentacion,2179.0,276.0,1548.0,929.0,153.0,707.0,146.0,6.0,116.0,0.7104176227627352,0.7610333692142088
2010,Educacion,Ciencia Politica,13.0,9.0,4.0,9.0,9.0,0.0,8.0,8.0,0.0,0.3076923076923077,0.0
2010,Educacion,Ciencias de la Educacion,31970.0,5809.0,24456.0,9430.0,2016.0,7170.0,2477.0,436.0,1705.0,0.7649671567094151,0.76033934252386
2010,Educacion,Ciencias del Ambiente y Recursos Naturales,147.0,56.0,91.0,7.0,3.0,4.0,6.0,0.0,6.0,0.6190476190476191,0.5714285714285714
2010,Educacion,"Computacion, Sistemas e Informatica",348.0,123.0,225.0,90.0,34.0,56.0,10.0,4.0,6.0,0.646551724137931,0.6222222222222222
2010,Educacion,Comunicacion Social,3.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,
2010,Educacion,Educacion Basica,6580.0,689.0,5891.0,2356.0,265.0,2091.0,363.0,19.0,344.0,0.8952887537993921,0.8875212224108658
2010,Educacion,Educacion Especial,2483.0,163.0,2320.0,728.0,69.0,659.0,115.0,2.0,113.0,0.9343536045106726,0.9052197802197802
2010,Educacion,Educacion Fisica y Deportes,11964.0,6705.0,5259.0,3381.0,2029.0,1352.0,776.0,385.0,391.0,0.4395687061183551,0.39988169180715766
2010,Educacion,Educacion Inicial,7955.0,157.0,7798.0,2632.0,73.0,2559.0,452.0,4.0,448.0,0.9802639849151477,0.9722644376899696
2010,Educacion,Educacion Media,60.0,18.0,42.0,52.0,13.0,39.0,5.0,0.0,5.0,0.7,0.75
2010,Educacion,Educacion de Adultos,64.0,8.0,56.0,42.0,4.0,38.0,1.0,1.0,0.0,0.875,0.9047619047619048
2010,Educacion,Enfermeria,0.0,0.0,0.0,0.0,0.0,0.0,650.0,131.0,519.0,,
2010,Educacion,Enologia y Frutihorticultura,598.0,598.0,0.0,84.0,84.0,0.0,4.0,4.0,0.0,0.0,0.0
2010,Educacion,Formacion Docente de Nivel Superior y Universitario,2939.0,908.0,2031.0,1316.0,424.0,892.0,616.0,153.0,463.0,0.6910513780197346,0.6778115501519757
2010,Educacion,Formacion Docente para el nivel medio y/o superior universitario y no,29314.0,7404.0,20717.0,8351.0,2466.0,5529.0,1391.0,357.0,959.0,0.7067271610834414,0.6620763980361634
2010,Educacion,Frances,234.0,47.0,187.0,58.0,14.0,44.0,16.0,1.0,15.0,0.7991452991452992,0.7586206896551724
2010,Educacion,Geografia,99.0,31.0,68.0,0.0,0.0,0.0,7.0,3.0,4.0,0.6868686868686869,
2010,Educacion,Gestion y Administracion de Empresas,488.0,128.0,360.0,139.0,36.0,103.0,43.0,7.0,36.0,0.7377049180327869,0.7410071942446043
2010,Educacion,Ingenieria Naval,106.0,98.0,8.0,74.0,66.0,8.0,14.0,14.0,0.0,0.07547169811320754,0.10810810810810811
2010,Educacion,Ingles,12719.0,1691.0,8762.0,3761.0,586.0,2524.0,659.0,59.0,534.0,0.6888906360562937,0.671098112204201
2010,Educacion,Instrumentacion Quirurgica,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,,
2010,Educacion,Italiano,219.0,45.0,174.0,92.0,28.0,64.0,8.0,0.0,8.0,0.7945205479452054,0.6956521739130435
2010,Educacion,Letras,576.0,97.0,479.0,157.0,31.0,126.0,33.0,2.0,31.0,0.8315972222222222,0.802547770700637
2010,Educacion,Martillero Publico,70.0,28.0,42.0,70.0,28.0,42.0,0.0,0.0,0.0,0.6,0.6
2010,Educacion,Medicina,16.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,
2010,Educacion,Musica,512.0,254.0,258.0,188.0,105.0,83.0,5.0,3.0,2.0,0.50390625,0.44148936170212766
2010,Educacion,Odontologia,198.0,48.0,150.0,33.0,0.0,33.0,0.0,0.0,0.0,0.7575757575757576,1.0
2010,Educacion,Otros Idiomas,104.0,9.0,95.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9134615384615384,
2010,Educacion,Portugues,181.0,26.0,155.0,59.0,14.0,45.0,5.0,0.0,5.0,0.856353591160221,0.7627118644067796
2010,Educacion,Psicologia,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,5.0,,
2010,Educacion,Psicopedagogia,729.0,112.0,617.0,81.0,30.0,51.0,11.0,1.0,10.0,0.8463648834019204,0.6296296296296297
2010,Educacion,Relaciones Internacionales,159.0,53.0,106.0,70.0,22.0,48.0,4.0,2.0,2.0,0.6666666666666666,0.6857142857142857
2010,Educacion,Sanidad y Saneamiento Ambiental,1281.0,256.0,1025.0,404.0,90.0,314.0,43.0,9.0,34.0,0.8001561280249805,0.7772277227722773
2010,Educacion,Sociologia,66.0,33.0,33.0,31.0,16.0,15.0,0.0,0.0,0.0,0.5,0.4838709677419355
2010,Exactas,Actividad Fisica y Deportes,186.0,105.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43548387096774194,
2010,Exactas,Astronomia,62.0,32.0,30.0,15.0,8.0,7.0,8.0,4.0,4.0,0.4838709677419355,0.4666666666666667
2010,Exactas,Bioingenieria,4814.0,1834.0,2980.0,907.0,358.0,549.0,288.0,90.0,198.0,0.6190278354798504,0.6052921719955898
2010,Exactas,Bioquimica,19.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5789473684210527,
2010,Exactas,Bromatologia,9.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,
2010,Exactas,Carrera No Definida,367.0,253.0,114.0,72.0,25.0,47.0,52.0,26.0,26.0,0.3106267029972752,0.6527777777777778
2010,Exactas,Ciencia Politica,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,
2010,Exactas,Ciencias de la Educacion,164.0,56.0,108.0,20.0,3.0,17.0,2.0,2.0,0.0,0.6585365853658537,0.85
2010,Exactas,Educacion Basica,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2010,Exactas,Electromecanica,265.0,256.0,9.0,139.0,132.0,7.0,19.0,17.0,2.0,0.033962264150943396,0.050359712230215826
2010,Exactas,Electronica,346.0,337.0,9.0,105.0,105.0,0.0,29.0,28.0,1.0,0.02601156069364162,0.0
2010,Exactas,Estadistica,729.0,293.0,436.0,161.0,74.0,87.0,49.0,17.0,32.0,0.598079561042524,0.5403726708074534
2010,Exactas,Fisica,2663.0,1149.0,477.0,619.0,296.0,109.0,175.0,101.0,39.0,0.17912129177619227,0.17609046849757673
2010,Exactas,Formacion Docente para el nivel medio y/o superior universitario y no,9147.0,3040.0,5921.0,2960.0,1163.0,1764.0,272.0,78.0,182.0,0.6473160599103531,0.595945945945946
2010,Exactas,Geologia,4691.0,2344.0,1767.0,1302.0,646.0,519.0,198.0,104.0,69.0,0.3766787465359199,0.3986175115207373
2010,Exactas,Ingenieria Basica,9.0,5.0,4.0,6.0,2.0,4.0,0.0,0.0,0.0,0.4444444444444444,0.6666666666666666
2010,Exactas,"Ingenieria Geodesta Geofisica, Nuclear, Energetica y en Petroleo",27.0,16.0,11.0,22.0,12.0,10.0,19.0,15.0,4.0,0.4074074074074074,0.45454545454545453
2010,Exactas,Ingenieria Hidraulica,105.0,71.0,34.0,58.0,46.0,12.0,2.0,0.0,2.0,0.3238095238095238,0.20689655172413793
2010,Exactas,Ingenieria Mecanica,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2010,Exactas,Ingenieria Naval,45.0,44.0,1.0,35.0,34.0,1.0,10.0,10.0,0.0,0.022222222222222223,0.02857142857142857
2010,Exactas,Ingenieria Quimica,14076.0,6370.0,5870.0,2779.0,1238.0,1180.0,555.0,244.0,259.0,0.4170218812162546,0.42461317020510975
2010,Exactas,Matematica,5360.0,1656.0,2739.0,1513.0,491.0,781.0,232.0,79.0,132.0,0.5110074626865672,0.5161929940515532
2010,Exactas,Medicina,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,,
2010,Exactas,Organizacion y Produccion Industrial,199.0,183.0,16.0,64.0,61.0,3.0,9.0,9.0,0.0,0.08040201005025126,0.046875
2010,Exactas,Produccion e Ingenieria Agropecuaria,14.0,9.0,5.0,14.0,9.0,5.0,0.0,0.0,0.0,0.35714285714285715,0.35714285714285715
2010,Exactas,Quimica,7793.0,2315.0,4246.0,2025.0,596.0,1183.0,800.0,265.0,484.0,0.5448479404593867,0.5841975308641976
2010,Ingenieria,Administracion y Gestion Ambiental,32.0,30.0,2.0,11.0,10.0,1.0,0.0,0.0,0.0,0.0625,0.09090909090909091
2010,Ingenieria,Artes Audiovisuales,715.0,677.0,38.0,380.0,357.0,23.0,0.0,0.0,0.0,0.05314685314685315,0.060526315789473685
2010,Ingenieria,Bioingenieria,1514.0,917.0,597.0,739.0,448.0,291.0,19.0,10.0,9.0,0.3943196829590489,0.39377537212449254
2010,Ingenieria,Ciencias del Ambiente y Recursos Naturales,148.0,87.0,61.0,21.0,12.0,9.0,9.0,8.0,1.0,0.41216216216216217,0.42857142857142855
2010,Ingenieria,Higiene y Seguridad Industrial,31.0,16.0,15.0,14.0,6.0,8.0,0.0,0.0,0.0,0.4838709677419355,0.5714285714285714
2010,Ingenieria,Ingenieria Aeronautica,1376.0,1256.0,120.0,228.0,198.0,30.0,64.0,63.0,1.0,0.0872093023255814,0.13157894736842105
2010,Ingenieria,Ingenieria Basica,217.0,142.0,75.0,38.0,30.0,8.0,440.0,333.0,107.0,0.3456221198156682,0.21052631578947367
2010,Ingenieria,Ingenieria Civil,18358.0,12870.0,3648.0,4068.0,2644.0,887.0,635.0,435.0,128.0,0.1987144569125177,0.2180432645034415
2010,Ingenieria,Ingenieria Electrica,4839.0,4332.0,179.0,977.0,831.0,47.0,185.0,169.0,6.0,0.03699111386650134,0.048106448311156604
2010,Ingenieria,Ingenieria Electromecanica,6231.0,6062.0,169.0,1257.0,1219.0,38.0,162.0,160.0,2.0,0.027122452254854757,0.030230708035003977
2010,Ingenieria,Ingenieria Electronica,17247.0,14296.0,1131.0,2815.0,2333.0,152.0,605.0,498.0,24.0,0.06557662202122108,0.05399644760213144
2010,Ingenieria,Ingenieria Forestal e Industrias de la Madera,1122.0,690.0,432.0,153.0,86.0,67.0,42.0,25.0,17.0,0.3850267379679144,0.43790849673202614
2010,Ingenieria,"Ingenieria Geodesta Geofisica, Nuclear, Energetica y en Petroleo",1807.0,1412.0,395.0,411.0,317.0,94.0,65.0,57.0,8.0,0.21859435528500276,0.22871046228710462
2010,Ingenieria,Ingenieria Hidraulica,378.0,275.0,103.0,62.0,35.0,27.0,16.0,13.0,3.0,0.2724867724867725,0.43548387096774194
2010,Ingenieria,Ingenieria Industrial,26794.0,18453.0,4982.0,5494.0,3721.0,1086.0,1265.0,833.0,222.0,0.1859371501082332,0.19767018565708044
2010,Ingenieria,Ingenieria Mecanica,14472.0,12736.0,527.0,2983.0,2514.0,128.0,444.0,393.0,12.0,0.036415146489773356,0.04290982232651693
2010,Ingenieria,Ingenieria Metalurgica,218.0,153.0,65.0,39.0,27.0,12.0,9.0,4.0,5.0,0.2981651376146789,0.3076923076923077
2010,Ingenieria,Ingenieria Naval,710.0,344.0,35.0,188.0,77.0,5.0,20.0,14.0,3.0,0.04929577464788732,0.026595744680851064
2010,Ingenieria,Ingenieria Quimica,120.0,62.0,58.0,28.0,18.0,10.0,8.0,4.0,4.0,0.48333333333333334,0.35714285714285715
2010,Ingenieria,Ingenieria Textil,166.0,60.0,106.0,14.0,3.0,11.0,7.0,1.0,6.0,0.6385542168674698,0.7857142857142857
2010,Ingenieria,Ingenieria Vial,70.0,46.0,24.0,20.0,11.0,9.0,13.0,9.0,4.0,0.34285714285714286,0.45
2010,Ingenieria,Ingenieria en Construcciones,225.0,198.0,27.0,16.0,14.0,2.0,30.0,25.0,5.0,0.12,0.125
2010,Ingenieria,Ingenieria en Materiales,366.0,247.0,119.0,96.0,66.0,30.0,21.0,16.0,5.0,0.3251366120218579,0.3125
2010,Ingenieria,Ingenieria en Sistemas,1561.0,1292.0,269.0,295.0,248.0,47.0,38.0,24.0,14.0,0.17232543241511852,0.15932203389830507
2010,Ingenieria,Ingenieria en Telecomunicaciones,1573.0,1479.0,94.0,300.0,281.0,19.0,87.0,84.0,3.0,0.059758423394787034,0.06333333333333334
2010,Ingenieria,Ingenieria en Vias de Comunicacion,42.0,33.0,9.0,5.0,3.0,2.0,5.0,5.0,0.0,0.21428571428571427,0.4
2010,Ingenieria,Produccion e Ingenieria Agropecuaria,308.0,216.0,92.0,49.0,32.0,17.0,0.0,0.0,0.0,0.2987012987012987,0.3469387755102041
2010,Ingenieria,Tecnologia e Ingenieria Minera,62.0,53.0,9.0,13.0,11.0,2.0,1.0,1.0,0.0,0.14516129032258066,0.15384615384615385
2010,Ingenieria,Tecnologia e Ingenieria en Alimentos,119.0,65.0,54.0,35.0,22.0,13.0,10.0,4.0,6.0,0.453781512605042,0.37142857142857144
2010,Ingenieria,Tecnologia y Ciencias Aplicadas,34.0,21.0,13.0,24.0,11.0,13.0,0.0,0.0,0.0,0.38235294117647056,0.5416666666666666
2010,Ingenieria,Topografia y Cartografia,9.0,9.0,0.0,5.0,5.0,0.0,4.0,4.0,0.0,0.0,0.0
2010,Letras,Aleman,22.0,10.0,12.0,5.0,3.0,2.0,0.0,0.0,0.0,0.5454545454545454,0.4
2010,Letras,Criminologia,572.0,70.0,273.0,205.0,26.0,93.0,72.0,14.0,44.0,0.4772727272727273,0.45365853658536587
2010,Letras,Frances,33.0,7.0,26.0,7.0,3.0,4.0,1.0,0.0,1.0,0.7878787878787878,0.5714285714285714
2010,Letras,Italiano,51.0,7.0,44.0,6.0,2.0,4.0,1.0,0.0,1.0,0.8627450980392157,0.6666666666666666
2010,Letras,Letras,704.0,122.0,582.0,96.0,19.0,77.0,74.0,8.0,66.0,0.8267045454545454,0.8020833333333334
2010,Letras,Periodismo,1377.0,0.0,0.0,178.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
2010,Naturales,Administracion de Empresas Agropecuarias,1016.0,482.0,318.0,398.0,184.0,134.0,73.0,46.0,25.0,0.31299212598425197,0.33668341708542715
2010,Naturales,Administracion y Gestion Ambiental,2166.0,1049.0,1117.0,804.0,406.0,398.0,111.0,51.0,60.0,0.515697137580794,0.49502487562189057
2010,Naturales,Administracion y Gestion Cultural,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2010,Naturales,Agrimensura,377.0,278.0,99.0,62.0,46.0,16.0,36.0,16.0,11.0,0.2625994694960212,0.25806451612903225
2010,Naturales,Artes Audiovisuales,8.0,4.0,4.0,0.0,0.0,0.0,5.0,2.0,3.0,0.5,
2010,Naturales,Astronomia,47.0,26.0,21.0,8.0,4.0,4.0,3.0,2.0,1.0,0.44680851063829785,0.5
2010,Naturales,Bioingenieria,50.0,26.0,24.0,12.0,7.0,5.0,3.0,2.0,1.0,0.48,0.4166666666666667
2010,Naturales,Biologia,16484.0,4083.0,9008.0,3707.0,1065.0,2075.0,929.0,218.0,527.0,0.5464693035670953,0.5597518208794173
2010,Naturales,Bromatologia,188.0,64.0,124.0,22.0,6.0,16.0,16.0,2.0,14.0,0.6595744680851063,0.7272727272727273
2010,Naturales,Carrera No Definida,10.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,
2010,Naturales,Ciencia Politica,52.0,48.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,
2010,Naturales,Ciencias de la Educacion,51.0,31.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39215686274509803,
2010,Naturales,Ciencias del Ambiente y Recursos Naturales,10735.0,3355.0,6228.0,5769.0,1582.0,3876.0,400.0,185.0,209.0,0.5801583605030275,0.671866874674987
2010,Naturales,"Computacion, Sistemas e Informatica",35.0,29.0,6.0,10.0,8.0,2.0,9.0,9.0,0.0,0.17142857142857143,0.2
2010,Naturales,Comunicacion Social,102.0,43.0,59.0,102.0,43.0,59.0,0.0,0.0,0.0,0.5784313725490197,0.5784313725490197
2010,Naturales,Criminologia,17.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9411764705882353,
2010,Naturales,Dermatologia y Podologia,30.0,4.0,26.0,0.0,0.0,0.0,4.0,0.0,4.0,0.8666666666666667,
2010,Naturales,Enologia y Frutihorticultura,622.0,305.0,317.0,208.0,98.0,110.0,53.0,20.0,33.0,0.5096463022508039,0.5288461538461539
2010,Naturales,Farmacia,4.0,0.0,4.0,1.0,0.0,1.0,7.0,1.0,6.0,1.0,1.0
2010,Naturales,Filosofia,1072.0,447.0,625.0,211.0,90.0,121.0,84.0,23.0,61.0,0.5830223880597015,0.5734597156398105
2010,Naturales,Formacion Docente de Nivel Superior y Universitario,282.0,92.0,190.0,58.0,20.0,38.0,14.0,9.0,5.0,0.6737588652482269,0.6551724137931034
2010,Naturales,Formacion Docente para el nivel medio y/o superior universitario y no,171.0,37.0,134.0,76.0,17.0,59.0,1.0,0.0,1.0,0.783625730994152,0.7763157894736842
2010,Naturales,Geofisica,276.0,157.0,119.0,73.0,40.0,33.0,7.0,4.0,3.0,0.4311594202898551,0.4520547945205479
2010,Naturales,Geografia,2874.0,912.0,1523.0,682.0,263.0,332.0,116.0,28.0,64.0,0.5299234516353514,0.4868035190615836
2010,Naturales,Gestion y Administracion de Empresas,307.0,223.0,84.0,206.0,151.0,55.0,5.0,3.0,2.0,0.2736156351791531,0.2669902912621359
2010,Naturales,Historia,10.0,2.0,8.0,3.0,0.0,3.0,0.0,0.0,0.0,0.8,1.0
2010,Naturales,Ingenieria Agronomica,27757.0,17756.0,6983.0,4518.0,2878.0,1149.0,1332.0,827.0,300.0,0.25157617898187845,0.2543160690571049
2010,Naturales,Ingenieria Ambiental,931.0,374.0,557.0,368.0,154.0,214.0,36.0,16.0,20.0,0.59828141783029,0.5815217391304348
2010,Naturales,Ingenieria Civil,38.0,33.0,5.0,8.0,8.0,0.0,0.0,0.0,0.0,0.13157894736842105,0.0
2010,Naturales,Ingenieria Forestal e Industrias de la Madera,243.0,148.0,95.0,69.0,38.0,31.0,4.0,3.0,1.0,0.39094650205761317,0.4492753623188406
2010,Naturales,"Ingenieria Geodesta Geofisica, Nuclear, Energetica y en Petroleo",606.0,450.0,156.0,258.0,175.0,83.0,28.0,22.0,6.0,0.25742574257425743,0.32170542635658916
2010,Naturales,Ingenieria Hidraulica,17.0,13.0,4.0,7.0,6.0,1.0,4.0,2.0,2.0,0.23529411764705882,0.14285714285714285
2010,Naturales,Ingenieria Industrial,56.0,54.0,2.0,56.0,54.0,2.0,0.0,0.0,0.0,0.03571428571428571,0.03571428571428571
2010,Naturales,Ingenieria Mecanica,29.0,29.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Naturales,Ingenieria Metalurgica,71.0,61.0,10.0,49.0,44.0,5.0,4.0,1.0,3.0,0.14084507042253522,0.10204081632653061
2010,Naturales,Ingenieria Naval,180.0,172.0,8.0,43.0,41.0,2.0,19.0,17.0,2.0,0.044444444444444446,0.046511627906976744
2010,Naturales,Ingenieria en Agrimensura,1994.0,1268.0,465.0,533.0,334.0,130.0,66.0,39.0,26.0,0.23319959879638916,0.24390243902439024
2010,Naturales,Kinesiologia,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Naturales,Laboratorio,145.0,57.0,88.0,83.0,45.0,38.0,4.0,0.0,4.0,0.6068965517241379,0.4578313253012048
2010,Naturales,Medicina,63.0,12.0,51.0,23.0,5.0,18.0,8.0,0.0,8.0,0.8095238095238095,0.782608695652174
2010,Naturales,Meteorologia,312.0,1.0,3.0,79.0,0.0,0.0,10.0,1.0,1.0,0.009615384615384616,0.0
2010,Naturales,Mineria,163.0,121.0,42.0,92.0,67.0,25.0,0.0,0.0,0.0,0.25766871165644173,0.2717391304347826
2010,Naturales,Odontologia,41.0,22.0,19.0,41.0,22.0,19.0,16.0,10.0,6.0,0.4634146341463415,0.4634146341463415
2010,Naturales,"Paisajismo, Jardineria y Floricultura",428.0,72.0,100.0,127.0,37.0,57.0,20.0,2.0,1.0,0.2336448598130841,0.44881889763779526
2010,Naturales,Produccion Animal,1832.0,1222.0,610.0,537.0,349.0,188.0,90.0,66.0,24.0,0.3329694323144105,0.3500931098696462
2010,Naturales,Produccion e Ingenieria Agropecuaria,3269.0,2024.0,935.0,1337.0,818.0,459.0,141.0,94.0,44.0,0.2860201896604466,0.3433059087509349
2010,Naturales,Produccion e Ingenieria Pesquera,397.0,230.0,167.0,145.0,75.0,70.0,62.0,15.0,47.0,0.42065491183879095,0.4827586206896552
2010,Naturales,Redes y Telecomunicaciones,91.0,51.0,40.0,34.0,16.0,18.0,3.0,3.0,0.0,0.43956043956043955,0.5294117647058824
2010,Naturales,Relaciones Internacionales,186.0,141.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24193548387096775,
2010,Naturales,Sanidad y Saneamiento Ambiental,1302.0,463.0,839.0,368.0,148.0,220.0,62.0,19.0,43.0,0.6443932411674347,0.5978260869565217
2010,Naturales,Sociologia,5.0,3.0,2.0,5.0,3.0,2.0,4.0,2.0,2.0,0.4,0.4
2010,Naturales,Tecnologia e Ingenieria Minera,675.0,467.0,208.0,143.0,89.0,54.0,14.0,13.0,1.0,0.30814814814814817,0.3776223776223776
2010,Naturales,Tecnologia e Ingenieria en Alimentos,9069.0,3003.0,5768.0,2106.0,681.0,1361.0,639.0,192.0,427.0,0.6360127908258904,0.6462488129154795
2010,Naturales,Topografia y Cartografia,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,,
2010,Naturales,Veterinaria,7608.0,549.0,748.0,1292.0,119.0,160.0,334.0,57.0,82.0,0.09831756046267087,0.1238390092879257
2010,Otros,Artes Audiovisuales,333.0,178.0,155.0,333.0,178.0,155.0,0.0,0.0,0.0,0.46546546546546547,0.46546546546546547
2010,Otros,Bibliotecologia y Documentacion,0.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,13.0,,
2010,Otros,Carrera No Definida,7750.0,3220.0,4530.0,4977.0,2113.0,2864.0,14.0,3.0,11.0,0.584516129032258,0.5754470564597147
2010,Otros,Musica,78.0,59.0,19.0,52.0,41.0,11.0,0.0,0.0,0.0,0.24358974358974358,0.21153846153846154
2010,Otros,Relaciones Internacionales,0.0,0.0,0.0,0.0,0.0,0.0,561.0,149.0,412.0,,
2010,Otros,Tecnologia y Ciencias Aplicadas,1021.0,844.0,177.0,314.0,265.0,49.0,27.0,19.0,8.0,0.1733594515181195,0.15605095541401273
2010,Psicologia,Ciencias de la Educacion,28.0,2.0,26.0,0.0,0.0,0.0,2.0,0.0,2.0,0.9285714285714286,
2010,Psicologia,Educacion Especial,975.0,79.0,896.0,314.0,24.0,290.0,52.0,3.0,49.0,0.918974358974359,0.9235668789808917
2010,Psicologia,Formacion Docente para el nivel medio y/o superior universitario y no,6384.0,824.0,4552.0,1945.0,232.0,1203.0,278.0,21.0,136.0,0.7130325814536341,0.6185089974293059
2010,Psicologia,Medicina,252.0,88.0,164.0,39.0,12.0,27.0,17.0,6.0,11.0,0.6507936507936508,0.6923076923076923
2010,Psicologia,Psicologia,89313.0,13409.0,52546.0,19579.0,3513.0,11256.0,5126.0,465.0,2703.0,0.5883354047003235,0.574901680371827
2010,Psicologia,Psicopedagogia,9214.0,553.0,8661.0,2614.0,162.0,2452.0,666.0,16.0,650.0,0.9399826351204689,0.9380260137719969
2010,Psicologia,Servicio Social,187.0,40.0,147.0,60.0,17.0,43.0,26.0,4.0,22.0,0.786096256684492,0.7166666666666667
2010,Psicologia,Sociologia,1335.0,184.0,1151.0,373.0,28.0,345.0,144.0,14.0,130.0,0.8621722846441947,0.9249329758713136
2010,Psicologia,Terapia Ocupacional,17.0,1.0,16.0,6.0,1.0,5.0,31.0,2.0,29.0,0.9411764705882353,0.8333333333333334
2010,Psicologia,Trabajo Social,355.0,30.0,325.0,153.0,13.0,140.0,13.0,0.0,13.0,0.9154929577464789,0.9150326797385621
2010,Religion,Teologia,920.0,787.0,133.0,71.0,65.0,6.0,99.0,78.0,21.0,0.14456521739130435,0.08450704225352113
2010,Salud,Administracion Hospitalaria y de Sistemas de Salud,1947.0,615.0,1332.0,570.0,193.0,377.0,97.0,37.0,60.0,0.6841294298921418,0.6614035087719298
2010,Salud,Anestesiologia,210.0,95.0,115.0,56.0,30.0,26.0,48.0,18.0,30.0,0.5476190476190477,0.4642857142857143
2010,Salud,Arqueologia,223.0,9.0,4.0,70.0,9.0,4.0,4.0,0.0,0.0,0.017937219730941704,0.05714285714285714
2010,Salud,Arquitectura y Urbanismo,44.0,23.0,21.0,32.0,16.0,16.0,5.0,2.0,3.0,0.4772727272727273,0.5
2010,Salud,Auxiliares de la Odontologia,68.0,13.0,55.0,35.0,4.0,31.0,20.0,5.0,15.0,0.8088235294117647,0.8857142857142857
2010,Salud,Bioingenieria,1280.0,844.0,436.0,264.0,136.0,128.0,57.0,37.0,20.0,0.340625,0.48484848484848486
2010,Salud,Biologia,522.0,182.0,340.0,76.0,35.0,41.0,40.0,11.0,29.0,0.6513409961685823,0.5394736842105263
2010,Salud,Bioquimica,16763.0,3011.0,8742.0,2835.0,510.0,1385.0,699.0,157.0,436.0,0.52150569707093,0.48853615520282184
2010,Salud,Bioterio,186.0,0.0,0.0,30.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
2010,Salud,Bromatologia,1737.0,532.0,1205.0,465.0,159.0,306.0,92.0,21.0,71.0,0.6937248128957973,0.6580645161290323
2010,Salud,Ciencias de la Educacion,126.0,43.0,83.0,0.0,0.0,0.0,12.0,8.0,4.0,0.6587301587301587,
