institucion_nombre,institucion_direccion,api,coordenadas,lat,lon,departamento_id,departamento_nombre,latitud,longitud,municipio_id,municipio_nombre,provincia_id,provincia_nombre,carrera_grupo,carrera_nombre
Universidad Nacional de La Plata,Av. 7 776,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Av. 7 776&provincia=6,"-34.89439984475497,-57.97717980074897",-34.89439984475497,-57.97717980074897,06441,La Plata,-34.89439984475497,-57.97717980074897,060441,La Plata,06,Buenos Aires,"Derecho,Arquitectura,Educacion,Naturales,Abogado,Arte,Salud,Exactas,Psicologia,Economicas,Letras,Sociales,Tecnologia,Deporte,Ingenieria","Formacion Docente para el nivel medio y/o superior universitario y no universitario,Ciencias del Ambiente y Recursos Naturales,Ingenieria Agronomica,Tecnologia e Ingenieria en Alimentos,Ingenieria en Agrimensura,Administracion y Gestion Ambiental,Ingenieria en Vias de Comunicacion,Instrumentacion Quirurgica,Ingenieria en Materiales,Turismo y Hoteleria,Geografia,Periodismo,Contador Publico Nacional,Contabilidad,Biologia,Arquitectura y Urbanismo,Ingenieria Quimica,Ingenieria en Construcciones,Laboratorio,Psicologia,Geologia,Ingenieria en Sistemas,Fonoaudiologia,Ingenieria Hidraulica,Martillero Publico,Ingles,Odontologia,Antropologia,Bibliotecologia y Documentacion,Letras,Ingenieria Aeronautica,Ingenieria Forestal e Industrias de la Madera,Economia,Paisajismo, Jardineria y Floricultura,Quimica,Sociologia,Nutricion,Notariado,Ingenieria Hidrografica,Educacion Fisica y Deportes,Abogacia,Produccion e Ingenieria Agropecuaria,Veterinaria,Gestion y Administracion de Empresas,Historia,Teatro y Danza,Higiene y Seguridad Industrial,Redes y Telecomunicaciones,Ciencia Politica,Filosofia,Ingeniero en Alimentos,Fisica,Musica,Artes Audiovisuales,Ciencias de la Educacion,Bioingenieria,Formacion Docente de Nivel Superior y Universitario,Administracion Hospitalaria y de Sistemas de Salud,Derecho y Ciencias Juridicas,Ingenieria Vial,Meteorologia,Trabajo Social,optica,Actividad Fisica y Deportes,Frances,Diseño Grafico,Medicina,Relaciones Internacionales,Ingenieria Ambiental,Finanzas y Negocios,Agrimensura,Matematica,Computacion, Sistemas e Informatica,Ingenieria Electromecanica,Bioquimica,Ingenieria Metalurgica,Ingenieria Electrica,Psicopedagogia,Astronomia,Geofisica,Carrera No Definida,Ingenieria Civil,Ingenieria Industrial,Comunicacion Social,Enfermeria,Diseño Industrial,Radiologia y Diagnostico por Imagenes,Obstetricia,Artes Plasticas,Farmacia,Ingenieria Electronica,Ingenieria Mecanica,Estadistica,Formacion Docente para el nivel medio y/o superior universitario y no,Ingenieria Basica,Marketing y Comercializacion"
Universidad Nacional de Luján,"Avenida Constitución, Ruta 5","http://apis.datos.gob.ar/georef/api/direcciones?direccion=Avenida Constitución, Ruta 5&provincia=6","-34.5774091,-59.0909557",-34.5774091,-59.0909557,06497,Luján,-34.5774091,-59.0909557,060497,Luján,06,Buenos Aires,,
Universidad Nacional de Santiago del Estero,Avenida Belgrano Sur 1912,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Avenida Belgrano Sur 1912,"-27.8014246,-64.2531763",-27.8014246,-64.2531763,86049,Capital,-27.8014246,-64.2531763,,,86,Santiago del Estero,"Arquitectura,Educacion,Naturales,Arte,Salud,Tecnologia,Economicas,Sociales,Ingenieria,Exactas","Formacion Docente de Nivel Superior y Universitario,Ingenieria Forestal e Industrias de la Madera,Formacion Docente para el nivel medio y/o superior universitario y no universitario,Ciencias del Ambiente y Recursos Naturales,Organizacion y Produccion Industrial,Paisajismo, Jardineria y Floricultura,Ingenieria Agronomica,Quimica,Ingenieria Vial,Tecnologia e Ingenieria en Alimentos,Sociologia,Educacion Basica,Ingenieria en Agrimensura,Ingenieria en Vias de Comunicacion,Construcciones,Ingenieria Civil,Topografia y Cartografia,Ingenieria Industrial,Carrera No Definida,Trabajo Social,Enfermeria,Educacion Inicial,Administracion Publica,Contador Publico Nacional,Medicina,Relaciones Internacionales,Obstetricia,Produccion e Ingenieria Agropecuaria,Gestion y Administracion de Empresas,Historia,Ingenieria Electronica,Matematica,Computacion, Sistemas e Informatica,Ingenieria Electromecanica,Higiene y Seguridad Industrial,Ingenieria Hidraulica,Ingles,Sanidad y Saneamiento Ambiental,Filosofia,Ingeniero en Alimentos,Administracion y Gestion Cultural,Antropologia,Otros Idiomas,Produccion Animal,Bibliotecologia y Documentacion,Letras,Ingenieria Electrica,Formacion Docente para el nivel medio y/o superior universitario y no,Ciencias de la Educacion,Bioingenieria"
Universidad Nacional de Tucumán,Batalla de Ayacucho 491,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Batalla de Ayacucho 491,"-26.8363912,-65.2133295",-26.8363912,-65.2133295,90084,Capital,-26.8363912,-65.2133295,900014,Municipalidad de San Miguel De Tucuman,90,Tucumán,,
Universidad Nacional de la Patagonia San Juan Bosco,Sarmiento 849,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Sarmiento 849&provincia=26,"-42.91147305328778,-71.32234601161547",-42.91147305328778,-71.32234601161547,26035,Futaleufú,-42.91147305328778,-71.32234601161547,260077,Esquel,26,Chubut,"Otros,Derecho,Naturales,Abogado,Educacion,Salud,Psicologia,Economicas,Tecnologia,Sociales,Ingenieria,Exactas","Formacion Docente de Nivel Superior y Universitario,Ingenieria Forestal e Industrias de la Madera,Tecnologia y Ciencias Aplicadas,Formacion Docente para el nivel medio y/o superior universitario y no universitario,Ciencias del Ambiente y Recursos Naturales,Psicopedagogia,Derecho y Ciencias Juridicas,Economia,Quimica,Administracion y Gestion Ambiental,Ingenieria Civil,Carrera No Definida,Ingenieria Industrial,Comunicacion Social,Turismo y Hoteleria,Trabajo Social,Geografia,Enfermeria,Administracion Publica,Contador Publico Nacional,Medicina,Contabilidad,Abogacia,Biologia,Produccion e Ingenieria Agropecuaria,Gestion y Administracion de Empresas,Ingenieria Ambiental,Historia,Farmacia,Ingenieria Quimica,Ingenieria Electronica,Laboratorio,Psicologia,Geologia,Matematica,Computacion, Sistemas e Informatica,Ingenieria Mecanica,Relaciones Publicas,Higiene y Seguridad Industrial,Sanidad y Saneamiento Ambiental,Ciencia Politica,Bioquimica,Ingenieria Hidraulica,Ingenieria Geodesta Geofisica, Nuclear, Energetica y en Petroleo,Letras,Formacion Docente para el nivel medio y/o superior universitario y no,Ciencias de la Educacion"
Universidad Nacional del Centro de la Provincia de Buenos Aires,Pinto 399,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Pinto 399&provincia=6,"-37.3285417102325,-59.1380501689951",-37.3285417102325,-59.1380501689951,06791,Tandil,-37.3285417102325,-59.1380501689951,060791,Tandil,06,Buenos Aires,"Derecho,Educacion,Abogado,Naturales,Arte,Salud,Economicas,Tecnologia,Sociales,Ingenieria,Exactas","Administracion Hospitalaria y de Sistemas de Salud,Formacion Docente para el nivel medio y/o superior universitario y no universitario,Tecnologia y Ciencias Aplicadas,Ciencias del Ambiente y Recursos Naturales,Derecho y Ciencias Juridicas,Economia,Ingenieria Agronomica,Sociologia,Tecnologia e Ingenieria en Alimentos,Ingenieria en Agrimensura,Administracion y Gestion Ambiental,Ingenieria Civil,Ingenieria Industrial,Trabajo Social,Turismo y Hoteleria,Comunicacion Social,Geografia,Enfermeria,Educacion Inicial,Relaciones Laborales,Periodismo,Contador Publico Nacional,Medicina,Relaciones Internacionales,Radiologia y Diagnostico por Imagenes,Arqueologia,Electronica,Contabilidad,Abogacia,Produccion e Ingenieria Agropecuaria,Veterinaria,Gestion y Administracion de Empresas,Artes Plasticas,Historia,Finanzas y Negocios,Ingenieria Quimica,Ingenieria en Construcciones,Matematica,Teatro y Danza,Computacion, Sistemas e Informatica,Ingenieria Electromecanica,Ingenieria en Sistemas,Redes y Telecomunicaciones,Higiene y Seguridad Industrial,Ingenieria Hidraulica,Sanidad y Saneamiento Ambiental,Fisica,Antropologia,Logistica y Transportes,Formacion Docente para el nivel medio y/o superior universitario y no,Artes Audiovisuales,Ingenieria Basica,Ciencias de la Educacion,Administracion de Empresas Agropecuarias"
Universidad Nacional del Nordeste,25 de mayo 868,http://apis.datos.gob.ar/georef/api/direcciones?direccion=25 de mayo 868,"-27.4607657,-58.9542543",-27.4607657,-58.9542543,22140,San Fernando,-27.4607657,-58.9542543,220413,Resistencia,22,Chaco,"Otros,Derecho,Arquitectura,Naturales,Educacion,Abogado,Arte,Salud,Psicologia,Economicas,Tecnologia,Sociales,Ingenieria,Exactas","Formacion Docente de Nivel Superior y Universitario,Administracion Hospitalaria y de Sistemas de Salud,Ingenieria Forestal e Industrias de la Madera,Formacion Docente para el nivel medio y/o superior universitario y no universitario,Ciencias del Ambiente y Recursos Naturales,Derecho y Ciencias Juridicas,Economia,Guardaparque,Kinesiologia,Ingenieria Agronomica,Quimica,Ciencias de la Educacion,Tecnologia e Ingenieria en Alimentos,Nutricion,Educacion Basica,Ingenieria en Agrimensura,Administracion y Gestion Ambiental,Ingenieria Civil,Carrera No Definida,Ingenieria Industrial,Trabajo Social,optica,Turismo y Hoteleria,Relaciones Laborales,Geografia,Educacion Inicial,Comunicacion Social,Periodismo,Enfermeria,Diseño Grafico,Contador Publico Nacional,Administracion Publica,Medicina,Contabilidad,Veterinaria,Produccion e Ingenieria Agropecuaria,Biologia,Gestion y Administracion de Empresas,Abogacia,Historia,Arquitectura y Urbanismo,Finanzas y Negocios,Farmacia,Ingenieria Quimica,Agrimensura,Ingenieria Electronica,Comercio Exterior,Matematica,Computacion, Sistemas e Informatica,Ingenieria Electromecanica,Ingenieria Mecanica,Ciencia Politica,Martillero Publico,Bioquimica,Filosofia,Produccion Animal,Administracion y Gestion Cultural,Fisica,Sanidad y Saneamiento Ambiental,Odontologia,Ingenieria en Telecomunicaciones,Criminologia,Musica,Bibliotecologia y Documentacion,Letras,Formacion Docente para el nivel medio y/o superior universitario y no,Artes Audiovisuales,Ingenieria Basica,Ingenieria Electrica,Marketing y Comercializacion,Administracion de Empresas Agropecuarias"
Universidad Nacional de La Matanza,Florencio Varela 1903,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Florencio Varela 1903&provincia=6,"-34.67069602536431,-58.5625432692672",-34.67069602536431,-58.5625432692672,06427,La Matanza,-34.67069602536431,-58.5625432692672,060427,La Matanza,06,Buenos Aires,"Derecho,Arquitectura,Educacion,Abogado,Naturales,Arte,Salud,Exactas,Psicologia,Economicas,Tecnologia,Sociales,Letras,Deporte,Ingenieria","Formacion Docente de Nivel Superior y Universitario,Derecho y Ciencias Juridicas,Economia,Organizacion y Produccion Industrial,Kinesiologia,Sociologia,Comercializacion y Marketing,Nutricion,Administracion y Gestion Ambiental,Adminsitracion y Produccion de seguros,Ingenieria Civil,Carrera No Definida,Ingenieria Industrial,Comunicacion Social,Trabajo Social,Relaciones Laborales,Periodismo,Enfermeria,Comercio Internacional,Actividad Fisica y Deportes,Administracion Publica,Contador Publico Nacional,Medicina,Servicio Social,Educacion Fisica y Deportes,Contabilidad,Abogacia,Gestion y Administracion de Empresas,Historia,Arquitectura y Urbanismo,Finanzas y Negocios,Ingenieria Electronica,Comercio Exterior,Psicologia,Matematica,Computacion, Sistemas e Informatica,Locucion,Ingenieria en Sistemas,Ingenieria Mecanica,Relaciones Publicas,Ciencia Politica,Martillero Publico,Ingles,Estadistica,Letras,Ciencias de la Educacion,Administracion de Empresas Agropecuarias"
Universidad Nacional de La Rioja,Av. Luis M. de la Fuente,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Av. Luis M. de la Fuente,"-29.4298962,-66.8709593",-29.4298962,-66.8709593,46014,Capital,-29.4298962,-66.8709593,460014,Capital,46,La Rioja,"Derecho,Arquitectura,Naturales,Abogado,Educacion,Arte,Salud,Exactas,Psicologia,Tecnologia,Economicas,Sociales,Ingenieria,Religion","Formacion Docente de Nivel Superior y Universitario,Formacion Docente para el nivel medio y/o superior universitario y no universitario,Ciencias del Ambiente y Recursos Naturales,Psicopedagogia,Derecho y Ciencias Juridicas,Economia,Organizacion y Produccion Industrial,Ingenieria Agronomica,Tecnologia e Ingenieria en Alimentos,Notariado,Tecnologia e Ingenieria Minera,Ingenieria Civil,Carrera No Definida,Ingenieria Industrial,Trabajo Social,Turismo y Hoteleria,Comunicacion Social,Enfermeria,Administracion Publica,Contador Publico Nacional,Diseño Grafico,Medicina,Relaciones Internacionales,Radiologia y Diagnostico por Imagenes,Teologia,Educacion Fisica y Deportes,Contabilidad,Veterinaria,Produccion e Ingenieria Agropecuaria,Abogacia,Artes Plasticas,Biologia,Gestion y Administracion de Empresas,Ingenieria Ambiental,Arquitectura y Urbanismo,Historia,Farmacia,Ingenieria Electronica,Psicologia,Geologia,Matematica,Computacion, Sistemas e Informatica,Teatro y Danza,Ingenieria Electromecanica,Ingenieria en Sistemas,Ciencia Politica,Ingles,Bioquimica,Martillero Publico,Sanidad y Saneamiento Ambiental,Odontologia,Criminologia,Terapia Ocupacional,Musica,Salud Publica,Bibliotecologia y Documentacion,Letras,Formacion Docente para el nivel medio y/o superior universitario y no,Ciencias de la Educacion,Bioingenieria,Administracion de Empresas Agropecuarias"
Universidad de la Fraternidad de Agrupaciones Santo Tomás de Aquino,Avellaneda 3341,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Avellaneda 3341&provincia=6,"-38.00719142806125,-57.563677285266195",-38.00719142806125,-57.563677285266195,06357,General Pueyrredón,-38.00719142806125,-57.563677285266195,060357,General Pueyrredón,06,Buenos Aires,,
Universidad de la Fraternidad de Agrupaciones Santo Tomás de Aquino,Avellaneda 3341,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Avellaneda 3341&provincia=6,"-38.00719142806125,-57.563677285266195",-38.00719142806125,-57.563677285266195,06357,General Pueyrredón,-38.00719142806125,-57.563677285266195,060357,General Pueyrredón,06,Buenos Aires,,
Universidad de la Fraternidad de Agrupaciones Santo Tomás de Aquino,Avellaneda 3341,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Avellaneda 3341&provincia=6,"-38.00719142806125,-57.563677285266195",-38.00719142806125,-57.563677285266195,06357,General Pueyrredón,-38.00719142806125,-57.563677285266195,060357,General Pueyrredón,06,Buenos Aires,,
Universidad de la Fraternidad de Agrupaciones Santo Tomás de Aquino,Avellaneda 3341,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Avellaneda 3341&provincia=6,"-38.00719142806125,-57.563677285266195",-38.00719142806125,-57.563677285266195,06357,General Pueyrredón,-38.00719142806125,-57.563677285266195,060357,General Pueyrredón,06,Buenos Aires,,
Universidad Nacional José C. Paz,Leandro N. Alem 4731,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Leandro N. Alem 4731&provincia=6,"-34.521483660692496,-58.745796901146605",-34.521483660692496,-58.745796901146605,06412,José C. Paz,-34.521483660692496,-58.745796901146605,060412,José C. Paz,06,Buenos Aires,,
Universidad Nacional de Lanús,29 de septiembre 3901,http://apis.datos.gob.ar/georef/api/direcciones?direccion=29 de septiembre 3901&provincia=6,"-34.7355208,-58.3932694",-34.7355208,-58.3932694,06434,Lanús,-34.7355208,-58.3932694,060434,Lanús,06,Buenos Aires,,
Universidad Nacional de Villa Mercedes,Las Heras 383,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Las Heras 383,"-33.6865689,-65.4698988",-33.6865689,-65.4698988,74035,General Pedernera,-33.6865689,-65.4698988,740077,Villa Mercedes,74,San Luis,"Naturales,Salud,Deporte,Economicas,Tecnologia,Sociales,Ingenieria","Obstetricia,Comunicacion Social,Ciencias del Ambiente y Recursos Naturales,Enfermeria,Economia,Actividad Fisica y Deportes,Kinesiologia,Ingenieria Agronomica,Tecnologia e Ingenieria en Alimentos,Logistica y Transportes,Computacion, Sistemas e Informatica,Bioingenieria"
Universidad Nacional de Quilmes,Roque Sáenz Peña 352,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Roque Sáenz Peña 352&provincia=6,"-34.7064966,-58.2807187",-34.7064966,-58.2807187,06658,Quilmes,-34.7064966,-58.2807187,060658,Quilmes,06,Buenos Aires,"Arquitectura,Naturales,Educacion,Arte,Salud,Tecnologia,Economicas,Sociales,Ingenieria,Exactas","Formacion Docente de Nivel Superior y Universitario,Tecnologia y Ciencias Aplicadas,Formacion Docente para el nivel medio y/o superior universitario y no universitario,Ciencias del Ambiente y Recursos Naturales,Economia,Sociologia,Quimica,Tecnologia e Ingenieria en Alimentos,Carrera No Definida,Ingenieria Industrial,Comunicacion Social,Turismo y Hoteleria,Relaciones Laborales,Enfermeria,Comercio Internacional,Administracion Publica,Contador Publico Nacional,Administracion Hotelera,Biologia,Gestion y Administracion de Empresas,Historia,Finanzas y Negocios,Laboratorio,Comercio Exterior,Computacion, Sistemas e Informatica,Ingenieria Naval,Ciencia Politica,Filosofia,Administracion y Gestion Cultural,Criminologia,Terapia Ocupacional,Musica,Formacion Docente para el nivel medio y/o superior universitario y no,Artes Audiovisuales,Ciencias de la Educacion,Bioingenieria"
Universidad Nacional de San Martín,Ramsay 2250,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Ramsay 2250,"-34.550664100769964,-58.441134539431594",-34.550664100769964,-58.441134539431594,02091,Comuna 13,-34.550664100769964,-58.441134539431594,,,02,Ciudad Autónoma de Buenos Aires,,
Universidad Argentina de la Empresa,Lima 775,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Lima 775,"-34.6173746323554,-58.381525671564",-34.6173746323554,-58.381525671564,02007,Comuna 1,-34.6173746323554,-58.381525671564,,,02,Ciudad Autónoma de Buenos Aires,"Derecho,Arquitectura,Educacion,Abogado,Naturales,Arte,Salud,Psicologia,Economicas,Tecnologia,Sociales,Ingenieria,Exactas","Ciencias del Ambiente y Recursos Naturales,Derecho y Ciencias Juridicas,Economia,Organizacion y Produccion Industrial,Diseño de Interiores,Sociologia,Comercializacion y Marketing,Tecnologia e Ingenieria en Alimentos,Carrera No Definida,Ingenieria Industrial,Comunicacion Social,Turismo y Hoteleria,Relaciones Laborales,Periodismo,Comercio Internacional,Diseño Industrial,Diseño Textil y de Indumentaria,Diseño Grafico,Contador Publico Nacional,Administracion Hotelera,Contabilidad,Abogacia,Biologia,Produccion e Ingenieria Agropecuaria,Gestion y Administracion de Empresas,Arquitectura y Urbanismo,Finanzas y Negocios,Ingenieria Quimica,Electromecanica,Ingenieria Electronica,Comercio Exterior,Psicologia,Computacion, Sistemas e Informatica,Ingenieria Electromecanica,Teatro y Danza,Ingenieria en Sistemas,Relaciones Publicas,Ciencia Politica,Ingles,Relaciones Institucionales y Humanas,Ingenieria en Telecomunicaciones,Martillero Publico,Publicidad,Formacion Docente para el nivel medio y/o superior universitario y no,Artes Audiovisuales,Bioingenieria,Marketing y Comercializacion,Administracion de Empresas Agropecuarias"
Universidad Atlántida Argentina,Belgrano 89,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Belgrano 89&provincia=6,"-37.1552476,-57.7427199",-37.1552476,-57.7427199,06518,Mar Chiquita,-37.1552476,-57.7427199,060518,Mar Chiquita,06,Buenos Aires,,
Universidad Blas Pascal,Rodríguez Peña 1085,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Rodríguez Peña 1085&provincia=2,"-34.59603749231513,-58.39193924933041",-34.59603749231513,-58.39193924933041,02014,Comuna 2,-34.59603749231513,-58.39193924933041,,,02,Ciudad Autónoma de Buenos Aires,"Derecho,Arquitectura,Naturales,Abogado,Educacion,Arte,Psicologia,Economicas,Tecnologia,Sociales,Ingenieria","Tecnologia y Ciencias Aplicadas,Ciencias del Ambiente y Recursos Naturales,Psicopedagogia,Derecho y Ciencias Juridicas,Comercializacion y Marketing,Notariado,Administracion y Gestion Ambiental,Educacion de Adultos,Comunicacion Social,Turismo y Hoteleria,Relaciones Laborales,Periodismo,Comercio Internacional,Diseño Grafico,Contador Publico Nacional,Educacion Fisica y Deportes,Contabilidad,Abogacia,Gestion y Administracion de Empresas,Arquitectura y Urbanismo,Finanzas y Negocios,Computacion, Sistemas e Informatica,Ingenieria en Sistemas,Relaciones Publicas,Redes y Telecomunicaciones,Higiene y Seguridad Industrial,Martillero Publico,Ingenieria en Telecomunicaciones,Relaciones Institucionales y Humanas,Administracion y Gestion Cultural,Criminologia,Publicidad,Formacion Docente para el nivel medio y/o superior universitario y no,Artes Audiovisuales,Administracion de Empresas Agropecuarias"
Universidad Empresarial Siglo 21,De los Latinos 8555,http://apis.datos.gob.ar/georef/api/direcciones?direccion=De los Latinos 8555,"-31.3279965,-64.2286782",-31.3279965,-64.2286782,14014,Capital,-31.3279965,-64.2286782,140077,Córdoba,14,Córdoba,"Derecho,Naturales,Abogado,Educacion,Arte,Psicologia,Economicas,Tecnologia,Sociales","Ciencias del Ambiente y Recursos Naturales,Derecho y Ciencias Juridicas,Economia,Sociologia,Comercializacion y Marketing,Administracion y Gestion Ambiental,Ingenieria Industrial,Turismo y Hoteleria,Relaciones Laborales,Periodismo,Comercio Internacional,Diseño Industrial,Diseño Textil y de Indumentaria,Diseño Grafico,Contador Publico Nacional,Relaciones Internacionales,Administracion Hotelera,Contabilidad,Abogacia,Gestion y Administracion de Empresas,Finanzas y Negocios,Comercio Exterior,Psicologia,Computacion, Sistemas e Informatica,Ingenieria en Sistemas,Relaciones Publicas,Higiene y Seguridad Industrial,Ciencia Politica,Ingles,Martillero Publico,Relaciones Institucionales y Humanas,Criminologia,Publicidad,Ciencias de la Educacion,Marketing y Comercializacion,Administracion de Empresas Agropecuarias"
Universidad Juan Agustín Maza,Lateral Sur del Acceso Este 2245,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Lateral Sur del Acceso Este 2245,"-32.95403678084001,-68.83214028295434",-32.95403678084001,-68.83214028295434,50021,Godoy Cruz,-32.95403678084001,-68.83214028295434,500021,Godoy Cruz,50,Mendoza,,
Universidad Nacional de Lomas de Zamora,Camino de Cintura y Juan XXIII,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Camino de Cintura y Juan XXIII&provincia=6,"-34.7765037,-58.4591023",-34.7765037,-58.4591023,06490,Lomas de Zamora,-34.7765037,-58.4591023,060490,Lomas de Zamora,06,Buenos Aires,"Derecho,Arquitectura,Educacion,Naturales,Abogado,Arte,Salud,Exactas,Psicologia,Economicas,Tecnologia,Sociales,Deporte,Ingenieria","Tecnologia y Ciencias Aplicadas,Formacion Docente para el nivel medio y/o superior universitario y no universitario,Psicopedagogia,Derecho y Ciencias Juridicas,Organizacion y Produccion Industrial,Paisajismo, Jardineria y Floricultura,Ingenieria Agronomica,Sociologia,Construcciones,Tecnologia e Ingenieria en Alimentos,Ingenieria Civil,Ingenieria Industrial,Comunicacion Social,Trabajo Social,Relaciones Laborales,Periodismo,Comercio Internacional,Enfermeria,Actividad Fisica y Deportes,Contador Publico Nacional,Contabilidad,Abogacia,Produccion e Ingenieria Agropecuaria,Biologia,Gestion y Administracion de Empresas,Matematica,Computacion, Sistemas e Informatica,Ingenieria Mecanica,Relaciones Publicas,Fonoaudiologia,Higiene y Seguridad Industrial,Ciencia Politica,Martillero Publico,Relaciones Institucionales y Humanas,Produccion Animal,Auxiliares de la Odontologia,Criminologia,Salud Publica,Letras,Publicidad,Formacion Docente para el nivel medio y/o superior universitario y no,Ciencias de la Educacion"
Universidad Nacional de Villa María,Arturo Jauretche 1555,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Arturo Jauretche 1555&provincia=14,"-32.3995102,-63.2651483",-32.3995102,-63.2651483,14042,General San Martín,-32.3995102,-63.2651483,140357,Villa María,14,Córdoba,,
Universidad de Palermo,Mario Bravo 1050,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Mario Bravo 1050&provincia=2,"-34.5972849453752,-58.41576251085405",-34.5972849453752,-58.41576251085405,02098,Comuna 14,-34.5972849453752,-58.41576251085405,,,02,Ciudad Autónoma de Buenos Aires,"Derecho,Arquitectura,Educacion,Abogado,Arte,Salud,Psicologia,Economicas,Tecnologia,Sociales,Ingenieria","Formacion Docente de Nivel Superior y Universitario,Psicopedagogia,Derecho y Ciencias Juridicas,Organizacion y Produccion Industrial,Paisajismo, Jardineria y Floricultura,Diseño de Interiores,Sociologia,Comercializacion y Marketing,Carrera No Definida,Ingenieria Industrial,Comunicacion Social,Turismo y Hoteleria,Periodismo,Comercio Internacional,Diseño Industrial,Diseño Textil y de Indumentaria,Diseño Grafico,Contador Publico Nacional,Relaciones Internacionales,Administracion Hotelera,Contabilidad,Abogacia,Gestion y Administracion de Empresas,Artes Plasticas,Arquitectura y Urbanismo,Finanzas y Negocios,Ingenieria Electronica,Comercio Exterior,Psicologia,Computacion, Sistemas e Informatica,Teatro y Danza,Ingenieria en Sistemas,Relaciones Publicas,Ciencia Politica,Relaciones Institucionales y Humanas,Filosofia,Ingenieria en Telecomunicaciones,Administracion y Gestion Cultural,Musica,Publicidad,Letras,Artes Audiovisuales,Ciencias de la Educacion,Marketing y Comercializacion"
Universidad Nacional del Oeste,Gral. Manuel Belgrano 369,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Gral. Manuel Belgrano 369&provincia=6,"-34.65254628739099,-58.62119862036371",-34.65254628739099,-58.62119862036371,06568,Morón,-34.65254628739099,-58.62119862036371,060568,Morón,06,Buenos Aires,"Educacion,Salud,Economicas,Tecnologia,Exactas","Gestion y Administracion de Empresas,Enfermeria,Ingenieria Quimica,Computacion, Sistemas e Informatica,Ciencias de la Educacion,Educacion Fisica y Deportes"
Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,AvENIDA Alicia Moreau de Justo 1600,http://apis.datos.gob.ar/georef/api/direcciones?direccion=AvENIDA Alicia Moreau de Justo 1600&provincia=2,"-34.6148453,-58.3668853",-34.6148453,-58.3668853,02007,Comuna 1,-34.6148453,-58.3668853,,,02,Ciudad Autónoma de Buenos Aires,,
Universidad Argentina John F. Kennedy,Bartolomé Mitre 1411,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Bartolomé Mitre 1411&provincia=2,"-34.60762266844467,-58.38645625343852",-34.60762266844467,-58.38645625343852,02007,Comuna 1,-34.60762266844467,-58.38645625343852,,,02,Ciudad Autónoma de Buenos Aires,"Derecho,Arquitectura,Educacion,Abogado,Arte,Salud,Psicologia,Economicas,Tecnologia,Sociales,Exactas","Formacion Docente de Nivel Superior y Universitario,Psicopedagogia,Derecho y Ciencias Juridicas,Quimica,Comercializacion y Marketing,Sociologia,Nutricion,Turismo y Hoteleria,Relaciones Laborales,Periodismo,Diseño Grafico,Contador Publico Nacional,Medicina,Relaciones Internacionales,Administracion Hotelera,Servicio Social,Abogacia,Gestion y Administracion de Empresas,Arquitectura y Urbanismo,Farmacia,Comercio Exterior,Psicologia,Teatro y Danza,Computacion, Sistemas e Informatica,Relaciones Publicas,Ciencia Politica,Martillero Publico,Bioquimica,Odontologia,Publicidad,Formacion Docente para el nivel medio y/o superior universitario y no,Ciencias de la Educacion"
Universidad Autónoma de Entre Ríos,Gral. Justo José de Urquiza 732,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Gral. Justo José de Urquiza 732,"-32.0752125,-61.5334031",-32.0752125,-61.5334031,82126,San Martín,-32.0752125,-61.5334031,824044,Cañada Rosquín,82,Santa Fe,,
Universidad Católica de Santiago del Estero,Rivadavia 578,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Rivadavia 578&provincia=6,"-34.46911816523541,-58.51514668806574",-34.46911816523541,-58.51514668806574,06756,San Isidro,-34.46911816523541,-58.51514668806574,060756,San Isidro,06,Buenos Aires,,
