institucion_nombre,institucion_direccion,api,coordenadas,lat,lon,departamento_id,departamento_nombre,latitud,longitud,municipio_id,municipio_nombre,provincia_id,provincia_nombre,carrera_grupo,carrera_nombre
Universidad Nacional de la Patagonia Austral,"Ruta Nacional 3, Z9011 ","http://apis.datos.gob.ar/georef/api/direcciones?direccion=Ruta Nacional 3, Z9011 ","-46.4336028,-67.5229963",-46.4336028,-67.5229963,78014,Deseado,-46.4336028,-67.5229963,,,78,Santa Cruz,"Educacion,Naturales,Salud,Psicologia,Economicas,Tecnologia,Sociales,Ingenieria,Exactas","Tecnologia y Ciencias Aplicadas,Formacion Docente para el nivel medio y/o superior universitario y no universitario,Ciencias del Ambiente y Recursos Naturales,Psicopedagogia,Mineria,Sociologia,Educacion Basica,Administracion y Gestion Ambiental,Ingenieria en Minas,Trabajo Social,Turismo y Hoteleria,Comunicacion Social,Geografia,Enfermeria,Educacion Inicial,Educacion Fisica y Deportes,Gestion y Administracion de Empresas,Ingenieria Quimica,Psicologia,Computacion, Sistemas e Informatica,Ingenieria Electromecanica,Ingenieria en Sistemas,Higiene y Seguridad Industrial,Enologia y Frutihorticultura,Ingenieria Geodesta Geofisica, Nuclear, Energetica y en Petroleo,Letras,Formacion Docente para el nivel medio y/o superior universitario y no,Artes Audiovisuales,Ciencias de la Educacion,Administracion de Empresas Agropecuarias"
Universidad Tecnológica Nacional,Sarmiento 440,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Sarmiento 440&provincia=2,"-34.61847060349939,-58.45044388901235",-34.61847060349939,-58.45044388901235,02042,Comuna 6,-34.61847060349939,-58.45044388901235,,,02,Ciudad Autónoma de Buenos Aires,,
Universidad de Mendoza,Av. Boulogne Sur Mer 683,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Av. Boulogne Sur Mer 683&provincia=50,"-32.8916714,-68.8635323",-32.8916714,-68.8635323,50007,Capital,-32.8916714,-68.8635323,500007,Capital,50,Mendoza,"Derecho,Arquitectura,Educacion,Abogado,Arte,Salud,Psicologia,Economicas,Tecnologia,Ingenieria","Formacion Docente de Nivel Superior y Universitario,Formacion Docente para el nivel medio y/o superior universitario y no universitario,Derecho y Ciencias Juridicas,Paisajismo, Jardineria y Floricultura,Diseño de Interiores,Kinesiologia,Nutricion,Notariado,Instrumentacion Quirurgica,Ingenieria Civil,Ingenieria Industrial,Diseño Textil y de Indumentaria,Diseño Grafico,Contador Publico Nacional,Medicina,Radiologia y Diagnostico por Imagenes,Electronica,Abogacia,Gestion y Administracion de Empresas,Arquitectura y Urbanismo,Ingenieria Electronica,Psicologia,Computacion, Sistemas e Informatica,Ingenieria en Sistemas,Higiene y Seguridad Industrial,Martillero Publico,Odontologia,Formacion Docente para el nivel medio y/o superior universitario y no,Bioingenieria"
Universidad de Morón,Cabildo 134,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Cabildo 134&provincia=6," -34.64724004619001, -58.61977592468715", -34.64724004619001, -58.61977592468715,06568,Morón, -34.64724004619001, -58.61977592468715,060568,Morón,06,Buenos Aires,,
Instituto Universitario Aeronáutico,Av. Fuerza Aerea Argentina 6500,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Av. Fuerza Aerea Argentina 6500&provincia=14,"-31.4337174,-64.2779779",-31.4337174,-64.2779779,14014,Capital,-31.4337174,-64.2779779,140077,Córdoba,14,Córdoba,,
Universidad de la Marina Mercante,Av. Rivadavia 2258,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Av. Rivadavia 2258&provincia=2," -34.60965001204205, -58.398471321349234", -34.60965001204205, -58.398471321349234,02021,Comuna 3, -34.60965001204205, -58.398471321349234,,,02,Ciudad Autónoma de Buenos Aires,"Naturales,Abogado,Salud,Exactas,Psicologia,Economicas,Tecnologia,Sociales,Ingenieria","Ciencias del Ambiente y Recursos Naturales,Psicopedagogia,Economia,Organizacion y Produccion Industrial,Comercializacion y Marketing,Ingenieria Industrial,Comunicacion Social,Turismo y Hoteleria,Relaciones Laborales,Contador Publico Nacional,Radiologia y Diagnostico por Imagenes,Electronica,Contabilidad,Abogacia,Gestion y Administracion de Empresas,Finanzas y Negocios,Ingenieria Electronica,Comercio Exterior,Psicologia,Computacion, Sistemas e Informatica,Ingenieria Electromecanica,Ingenieria Naval,Ingenieria en Sistemas,Ingenieria Mecanica,Relaciones Publicas,Higiene y Seguridad Industrial,Logistica y Transportes"
Universidad Abierta Interamericana,Av. San Juan 951,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Av. San Juan 951&provincia=2," -34.6221199173329, -58.379325181549746", -34.6221199173329, -58.379325181549746,02007,Comuna 1, -34.6221199173329, -58.379325181549746,,,02,Ciudad Autónoma de Buenos Aires,"Derecho,Arquitectura,Educacion,Abogado,Arte,Salud,Psicologia,Economicas,Tecnologia,Sociales,Exactas","Formacion Docente de Nivel Superior y Universitario,Formacion Docente para el nivel medio y/o superior universitario y no universitario,Psicopedagogia,Derecho y Ciencias Juridicas,Kinesiologia,Diseño de Interiores,Comercializacion y Marketing,Nutricion,Instrumentacion Quirurgica,Turismo y Hoteleria,Periodismo,Comercio Internacional,Educacion Inicial,Enfermeria,Diseño Grafico,Contador Publico Nacional,Educacion Media,Medicina,Relaciones Internacionales,Radiologia y Diagnostico por Imagenes,Educacion Fisica y Deportes,Contabilidad,Abogacia,Gestion y Administracion de Empresas,Arquitectura y Urbanismo,Comercio Exterior,Psicologia,Matematica,Computacion, Sistemas e Informatica,Ingenieria en Sistemas,Relaciones Publicas,Ciencia Politica,Martillero Publico,Administracion y Gestion Cultural,Odontologia,Terapia Ocupacional,Musica,Publicidad,Formacion Docente para el nivel medio y/o superior universitario y no,Artes Audiovisuales,Ciencias de la Educacion"
Universidad Nacional de Chilecito,s/d,,"-29.1565622,-67.4730232",-29.1565622,-67.4730232,46042,Chilecito,-29.1565622,-67.4730232,460042,Chilecito,46,La Rioja,"Naturales,Abogado,Educacion,Salud,Economicas,Tecnologia,Sociales","Abogacia,Biologia,Formacion Docente para el nivel medio y/o superior universitario y no universitario,Comunicacion Social,Turismo y Hoteleria,Administracion y Gestion Cultural,Enfermeria,Educacion Inicial,Economia,Ingenieria Agronomica,Administracion Publica,Tecnologia e Ingenieria en Alimentos,Computacion, Sistemas e Informatica,Formacion Docente para el nivel medio y/o superior universitario y no,Ingenieria en Sistemas,Ciencias de la Educacion,Enologia y Frutihorticultura"
Universidad Nacional de Entre Ríos,Eva Perón 24,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Eva Perón 24,"-31.624005177104273,-58.50507853279984",-31.624005177104273,-58.50507853279984,30088,San Salvador,-31.624005177104273,-58.50507853279984,,,30,Entre Ríos,,
Universidad Nacional de Formosa,Av. formosa 3200,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Av. formosa 3200,"-26.1921994,-58.2024444",-26.1921994,-58.2024444,34014,Formosa,-26.1921994,-58.2024444,340028,Formosa,34,Formosa,"Derecho,Educacion,Abogado,Naturales,Salud,Psicologia,Economicas,Tecnologia,Sociales,Ingenieria,Exactas","Formacion Docente de Nivel Superior y Universitario,Ingenieria Forestal e Industrias de la Madera,Tecnologia y Ciencias Aplicadas,Formacion Docente para el nivel medio y/o superior universitario y no universitario,Ciencias del Ambiente y Recursos Naturales,Psicopedagogia,Derecho y Ciencias Juridicas,Nutricion,Tecnologia e Ingenieria en Alimentos,Bromatologia,Ingenieria Civil,Turismo y Hoteleria,Geografia,Comercio Internacional,Enfermeria,Contador Publico Nacional,Educacion Especial,Educacion Fisica y Deportes,Contabilidad,Obstetricia,Produccion e Ingenieria Agropecuaria,Gestion y Administracion de Empresas,Historia,Laboratorio,Comercio Exterior,Matematica,Computacion, Sistemas e Informatica,Martillero Publico,Produccion Animal,Auxiliares de la Odontologia,Letras,Formacion Docente para el nivel medio y/o superior universitario y no,Administracion de Empresas Agropecuarias"
Universidad Nacional de Río Negro,Don Bosco 500,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Don Bosco 500,"  -39.0279881065646, -67.58044691129079",  -39.0279881065646, -67.58044691129079,62042,General Roca,  -39.0279881065646, -67.58044691129079,620161,Gral. Roca,62,Río Negro,,
Universidad Nacional del Noroeste de la Provincia de Buenos Aires,Roque Saenz Peña 456,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Roque Saenz Peña 456&provincia=6," -34.861684718919854, -61.52755638690734", -34.861684718919854, -61.52755638690734,06469,Lincoln, -34.861684718919854, -61.52755638690734,060469,Lincoln,06,Buenos Aires,"Derecho,Naturales,Abogado,Educacion,Arte,Salud,Exactas,Economicas,Tecnologia,Sociales,Letras,Ingenieria","Organizacion y Produccion Industrial,Ingenieria Agronomica,Ingenieria Vial,Tecnologia e Ingenieria en Alimentos,Ingenieria Industrial,Enfermeria,Diseño Industrial,Diseño Textil y de Indumentaria,Diseño Grafico,Contador Publico Nacional,Radiologia y Diagnostico por Imagenes,Educacion Fisica y Deportes,Abogacia,Produccion e Ingenieria Agropecuaria,Gestion y Administracion de Empresas,Historia,Matematica,Computacion, Sistemas e Informatica,Ingenieria en Sistemas,Ingenieria Mecanica,Martillero Publico,Letras,Ciencias de la Educacion,Genetica"
Universidad Nacional de General Sarmiento,Juan María Gutiérrez 1150,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Juan María Gutiérrez 1150&provincia=6," -34.492332720554565, -58.664685936227905", -34.492332720554565, -58.664685936227905,06515,Malvinas Argentinas, -34.492332720554565, -58.664685936227905,060515,Malvinas Argentinas,06,Buenos Aires,"Otros,Arquitectura,Naturales,Educacion,Salud,Deporte,Tecnologia,Economicas,Sociales,Psicologia,Ingenieria,Exactas","Tecnologia y Ciencias Aplicadas,Formacion Docente para el nivel medio y/o superior universitario y no universitario,Ciencias del Ambiente y Recursos Naturales,Economia,Organizacion y Produccion Industrial,Sociologia,Quimica,Ingenieria Industrial,Comunicacion Social,Geografia,Administracion Publica,Gestion y Administracion de Empresas,Historia,Arquitectura y Urbanismo,Ingenieria Quimica,Matematica,Computacion, Sistemas e Informatica,Ingenieria Electromecanica,Ciencia Politica,Filosofia,Administracion y Gestion Cultural,Antropologia,Fisica,Letras,Formacion Docente para el nivel medio y/o superior universitario y no,Artes Audiovisuales,Ciencias de la Educacion"
"Universidad Nacional de Tierra del Fuego, Antártida e Islas del Atlántico Sur",Fuegia Basket 251,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Fuegia Basket 251&provincia=94," -54.81888630058655, -68.32552591092275", -54.81888630058655, -68.32552591092275,94015,Ushuaia, -54.81888630058655, -68.32552591092275,940014,Ushuaia,94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",,
Universidad Católica de La Plata,Av. 13 1227,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Av. 13 1227&provincia=6," -34.924457391060656, -57.950327388915824", -34.924457391060656, -57.950327388915824,06441,La Plata, -34.924457391060656, -57.950327388915824,060441,La Plata,06,Buenos Aires,,
Universidad Adventista del Plata,25 de mayo 99,http://apis.datos.gob.ar/georef/api/direcciones?direccion=25 de mayo 99,"-32.0759594,-60.4665987",-32.0759594,-60.4665987,30021,Diamante,-32.0759594,-60.4665987,,,30,Entre Ríos,"Educacion,Salud,Psicologia,Tecnologia,Economicas,Sociales,Religion","Formacion Docente de Nivel Superior y Universitario,Formacion Docente para el nivel medio y/o superior universitario y no universitario,Psicopedagogia,Kinesiologia,Nutricion,Educacion Basica,Comunicacion Social,Trabajo Social,Enfermeria,Educacion Inicial,Contador Publico Nacional,Medicina,Teologia,Servicio Social,Educacion Fisica y Deportes,Gestion y Administracion de Empresas,Psicologia,Computacion, Sistemas e Informatica,Ingles,Odontologia,Formacion Docente para el nivel medio y/o superior universitario y no,Ciencias de la Educacion"
Universidad Católica de Santa Fe,Echagüe 7151,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Echagüe 7151&provincia=82," -31.607095036472234, -60.67088878632154", -31.607095036472234, -60.67088878632154,82063,La Capital, -31.607095036472234, -60.67088878632154,820147,Santa Fe,82,Santa Fe,,
Universidad Gastón Dachary,"Salta 1912, posadas","http://apis.datos.gob.ar/georef/api/direcciones?direccion=Salta 1912, posadas","-27.3706143,-55.9352656",-27.3706143,-55.9352656,54028,Capital,-27.3706143,-55.9352656,540119,Posadas,54,Misiones,,
Universidad Nacional de Catamarca,Esquiú 799,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Esquiú 799,"-28.459001,-65.7854021",-28.459001,-65.7854021,10049,Capital,-28.459001,-65.7854021,100140,San Fernando del Valle de Catamarca,10,Catamarca,"Educacion,Naturales,Abogado,Arte,Salud,Psicologia,Economicas,Tecnologia,Sociales,Ingenieria,Exactas","Formacion Docente de Nivel Superior y Universitario,Tecnologia y Ciencias Aplicadas,Formacion Docente para el nivel medio y/o superior universitario y no universitario,Ciencias del Ambiente y Recursos Naturales,Psicopedagogia,Paisajismo, Jardineria y Floricultura,Ingenieria Agronomica,Quimica,Sociologia,Nutricion,Ingenieria en Agrimensura,Administracion y Gestion Ambiental,Bromatologia,Meteorologia,Ingenieria en Minas,Comunicacion Social,Trabajo Social,Turismo y Hoteleria,Geografia,Enfermeria,Educacion Inicial,Frances,Administracion Publica,Contador Publico Nacional,Educacion Media,Arqueologia,Educacion Fisica y Deportes,Contabilidad,Obstetricia,Produccion e Ingenieria Agropecuaria,Biologia,Gestion y Administracion de Empresas,Abogacia,Historia,Agrimensura,Ingenieria Electronica,Laboratorio,Geologia,Matematica,Computacion, Sistemas e Informatica,Ingenieria en Sistemas,Ingles,Filosofia,Estadistica,Administracion y Gestion Cultural,Fisica,Antropologia,Criminologia,Salud Publica,Letras,Formacion Docente para el nivel medio y/o superior universitario y no,Ciencias de la Educacion,Tecnologia e Ingenieria Minera"
Universidad Nacional de Misiones,Fernando Elias LLamosas 9400,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Fernando Elias LLamosas 9400,"-27.3996326,-55.9256125",-27.3996326,-55.9256125,54028,Capital,-27.3996326,-55.9256125,540119,Posadas,54,Misiones,"Derecho,Educacion,Abogado,Naturales,Arte,Salud,Economicas,Tecnologia,Sociales,Ingenieria,Exactas","Formacion Docente de Nivel Superior y Universitario,Ingenieria Forestal e Industrias de la Madera,Formacion Docente para el nivel medio y/o superior universitario y no universitario,Derecho y Ciencias Juridicas,Economia,Guardaparque,Organizacion y Produccion Industrial,Quimica,Ingenieria Agronomica,Tecnologia e Ingenieria en Alimentos,Bromatologia,Administracion y Gestion Ambiental,Ingenieria Civil,Ingenieria Industrial,Comunicacion Social,Trabajo Social,Turismo y Hoteleria,Enfermeria,Diseño Industrial,Diseño Grafico,Administracion Publica,Contador Publico Nacional,Educacion Especial,Electronica,Contabilidad,Produccion e Ingenieria Agropecuaria,Artes Plasticas,Gestion y Administracion de Empresas,Historia,Finanzas y Negocios,Farmacia,Ingenieria Quimica,Ingenieria en Construcciones,Ingenieria Electronica,Computacion, Sistemas e Informatica,Ingenieria Electromecanica,Ingenieria Mecanica,Secretariado,Higiene y Seguridad Industrial,Ciencia Politica,Sanidad y Saneamiento Ambiental,Bioquimica,Antropologia,Musica,Salud Publica,Bibliotecologia y Documentacion,Letras,Ingenieria Electrica,Formacion Docente para el nivel medio y/o superior universitario y no,Artes Audiovisuales,Ingenieria Basica,Ciencias de la Educacion,Genetica"
Universidad de Belgrano,Zabala 1837,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Zabala 1837&provincia=2,"-34.564446626972675,-58.44400348234273",-34.564446626972675,-58.44400348234273,02091,Comuna 13,-34.564446626972675,-58.44400348234273,,,02,Ciudad Autónoma de Buenos Aires,"Arquitectura,Naturales,Abogado,Educacion,Arte,Salud,Psicologia,Economicas,Letras,Sociales,Tecnologia,Ingenieria,Exactas","Psicopedagogia,Derecho y Ciencias Juridicas,Economia,Diseño de Interiores,Quimica,Comercializacion y Marketing,Sociologia,Tecnologia e Ingenieria en Alimentos,Nutricion,Ingenieria Vial,Ingenieria Civil,Carrera No Definida,Ingenieria Industrial,Comunicacion Social,Turismo y Hoteleria,Relaciones Laborales,Periodismo,Comercio Internacional,Diseño Textil y de Indumentaria,Diseño Grafico,Contador Publico Nacional,Relaciones Internacionales,Administracion Hotelera,Contabilidad,Abogacia,Produccion e Ingenieria Agropecuaria,Biologia,Gestion y Administracion de Empresas,Arquitectura y Urbanismo,Finanzas y Negocios,Farmacia,Ingenieria Electronica,Laboratorio,Comercio Exterior,Psicologia,Computacion, Sistemas e Informatica,Ingenieria Electromecanica,Ingenieria en Sistemas,Relaciones Publicas,Ciencia Politica,Ingles,Ingenieria en Telecomunicaciones,Relaciones Institucionales y Humanas,Ingenieria Geodesta Geofisica, Nuclear, Energetica y en Petroleo,Musica,Publicidad,Letras,Logistica y Transportes,Artes Audiovisuales,Administracion de Empresas Agropecuarias"
Universidad de la Cuenca del Plata,Donovan 521,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Donovan 521,"-27.3750927,-55.9028806",-27.3750927,-55.9028806,54028,Capital,-27.3750927,-55.9028806,540119,Posadas,54,Misiones,"Derecho,Educacion,Abogado,Naturales,Arte,Salud,Psicologia,Economicas,Tecnologia,Sociales","Tecnologia y Ciencias Aplicadas,Psicopedagogia,Derecho y Ciencias Juridicas,Sociologia,Comercializacion y Marketing,Nutricion,Tecnologia e Ingenieria en Alimentos,Educacion Basica,Ingenieria Industrial,Periodismo,Comercio Internacional,Enfermeria,Geografia,Diseño Grafico,Contador Publico Nacional,Educacion Fisica y Deportes,Abogacia,Gestion y Administracion de Empresas,Historia,Finanzas y Negocios,Comercio Exterior,Psicologia,Computacion, Sistemas e Informatica,Ingenieria en Sistemas,Secretariado,Ingenieria en Telecomunicaciones,Publicidad,Ciencias de la Educacion"
Universidad del Congreso,Maipú 942,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Maipú 942&provincia=2,"-34.597041549129365,-58.37693167637579",-34.597041549129365,-58.37693167637579,02007,Comuna 1,-34.597041549129365,-58.37693167637579,,,02,Ciudad Autónoma de Buenos Aires,"Arquitectura,Naturales,Abogado,Educacion,Psicologia,Tecnologia,Economicas,Sociales","Abogacia,Comunicacion Social,Ciencias del Ambiente y Recursos Naturales,Gestion y Administracion de Empresas,Turismo y Hoteleria,Arquitectura y Urbanismo,Economia,Comercializacion y Marketing,Comercio Exterior,Contador Publico Nacional,Psicologia,Computacion, Sistemas e Informatica,Relaciones Internacionales,Ciencias de la Educacion"
Universidad del Salvador,Av. Córdoba 1601,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Av. Córdoba 1601&provincia=2,"-34.5994421892955,-58.3896679387133",-34.5994421892955,-58.3896679387133,02014,Comuna 2,-34.5994421892955,-58.3896679387133,,,02,Ciudad Autónoma de Buenos Aires,"Otros,Derecho,Arquitectura,Educacion,Abogado,Naturales,Arte,Salud,Deporte,Economicas,Tecnologia,Sociales,Psicologia,Ingenieria","Ingenieria Forestal e Industrias de la Madera,Ciencias del Ambiente y Recursos Naturales,Psicopedagogia,Derecho y Ciencias Juridicas,Economia,Ingenieria Agronomica,Comercializacion y Marketing,Sociologia,Tecnologia e Ingenieria en Alimentos,Notariado,Nutricion,Educacion Basica,Accidentologia,Carrera No Definida,Ingenieria Industrial,Trabajo Social,Turismo y Hoteleria,Relaciones Laborales,Periodismo,Comercio Internacional,Geografia,Dermatologia y Podologia,Actividad Fisica y Deportes,Enfermeria,Educacion Inicial,Diseño Grafico,Contador Publico Nacional,Educacion Especial,Medicina,Relaciones Internacionales,Radiologia y Diagnostico por Imagenes,Actuario,Servicio Social,Educacion Fisica y Deportes,Contabilidad,Abogacia,Veterinaria,Gestion y Administracion de Empresas,Artes Plasticas,Historia,Arquitectura y Urbanismo,Finanzas y Negocios,Comercio Exterior,Psicologia,Computacion, Sistemas e Informatica,Teatro y Danza,Ingenieria en Sistemas,Relaciones Publicas,Fonoaudiologia,Higiene y Seguridad Industrial,Ciencia Politica,Ingles,Martillero Publico,Filosofia,Produccion Animal,Administracion y Gestion Cultural,Odontologia,Terapia Ocupacional,Musica,Letras,Publicidad,Artes Audiovisuales,Ciencias de la Educacion,Marketing y Comercializacion"
Universidad Católica de Cuyo,Av. José Ignacio de la Roza 1516,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Av. José Ignacio de la Roza 1516,"-31.5403667,-68.5882198",-31.5403667,-68.5882198,70084,Rivadavia,-31.5403667,-68.5882198,700084,Rivadavia,70,San Juan,,
Universidad Favaloro,Av. Entre Ríos 495,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Av. Entre Ríos 495&provincia=2," -34.614872720152945, -58.39167679293044", -34.614872720152945, -58.39167679293044,02021,Comuna 3, -34.614872720152945, -58.39167679293044,,,02,Ciudad Autónoma de Buenos Aires,,
Universidad Católica de Córdoba,Obispo Trejo 323,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Obispo Trejo 323&provincia=14,"-31.4527657,-64.2513093",-31.4527657,-64.2513093,14014,Capital,-31.4527657,-64.2513093,140077,Córdoba,14,Córdoba,,
Universidad Nacional de Tres de Febrero,Av. Gral. Mosconi 2736,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Av. Gral. Mosconi 2736&provincia=6,"-34.6050318,-58.5665275",-34.6050318,-58.5665275,06840,Tres de Febrero,-34.6050318,-58.5665275,060840,Tres de Febrero,06,Buenos Aires,"Derecho,Educacion,Naturales,Abogado,Arte,Salud,Exactas,Psicologia,Economicas,Deporte,Sociales,Tecnologia,Ingenieria","Formacion Docente de Nivel Superior y Universitario,Administracion Hospitalaria y de Sistemas de Salud,Tecnologia y Ciencias Aplicadas,Formacion Docente para el nivel medio y/o superior universitario y no universitario,Ciencias del Ambiente y Recursos Naturales,Psicopedagogia,Derecho y Ciencias Juridicas,Economia,Sociologia,Administracion y Gestion Ambiental,Accidentologia,Comunicacion Social,Relaciones Laborales,Geografia,Comercio Internacional,Enfermeria,Periodismo,Educacion Inicial,Administracion Publica,Geriatria y Gerontologia,Educacion Especial,Medicina,Relaciones Internacionales,Educacion Fisica y Deportes,Contabilidad,Abogacia,Artes Plasticas,Gestion y Administracion de Empresas,Ingenieria Ambiental,Historia,Finanzas y Negocios,Comercio Exterior,Computacion, Sistemas e Informatica,Teatro y Danza,Ingenieria en Sistemas,Higiene y Seguridad Industrial,Ciencia Politica,Martillero Publico,Sanidad y Saneamiento Ambiental,Filosofia,Estadistica,Administracion y Gestion Cultural,Antropologia,Ingenieria Geodesta Geofisica, Nuclear, Energetica y en Petroleo,Terapia Ocupacional,Musica,Letras,Logistica y Transportes,Formacion Docente para el nivel medio y/o superior universitario y no,Artes Audiovisuales,Ciencias de la Educacion,Administracion de Empresas Agropecuarias"
Universidad Nacional de Mar del Plata,"Deán Funes 3350,","http://apis.datos.gob.ar/georef/api/direcciones?direccion=Deán Funes 3350,&provincia=6","-38.0057920156254,-57.5715790666085",-38.0057920156254,-57.5715790666085,06357,General Pueyrredón,-38.0057920156254,-57.5715790666085,060357,General Pueyrredón,06,Buenos Aires,"Derecho,Arquitectura,Naturales,Educacion,Abogado,Arte,Salud,Psicologia,Economicas,Tecnologia,Sociales,Ingenieria,Exactas","Formacion Docente de Nivel Superior y Universitario,Administracion Hospitalaria y de Sistemas de Salud,Tecnologia y Ciencias Aplicadas,Formacion Docente para el nivel medio y/o superior universitario y no universitario,Ciencias del Ambiente y Recursos Naturales,Derecho y Ciencias Juridicas,Economia,Ingenieria Agronomica,Quimica,Sociologia,Tecnologia e Ingenieria en Alimentos,Educacion Basica,Administracion y Gestion Ambiental,Ingenieria Industrial,Ingenieria en Materiales,Turismo y Hoteleria,Relaciones Laborales,Geografia,Enfermeria,Trabajo Social,Diseño Industrial,Administracion Publica,Contador Publico Nacional,Geriatria y Gerontologia,Servicio Social,Contabilidad,Abogacia,Produccion e Ingenieria Agropecuaria,Biologia,Gestion y Administracion de Empresas,Veterinaria,Historia,Arquitectura y Urbanismo,Finanzas y Negocios,Ingenieria Quimica,Ingenieria en Construcciones,Ingenieria Electronica,Psicologia,Matematica,Ingenieria Electromecanica,Ingenieria en Sistemas,Ingenieria Mecanica,Higiene y Seguridad Industrial,Ciencia Politica,Martillero Publico,Bioquimica,Filosofia,Produccion Animal,Administracion y Gestion Cultural,Fisica,Produccion e Ingenieria Pesquera,Terapia Ocupacional,Bibliotecologia y Documentacion,Letras,Ingenieria Electrica,Formacion Docente para el nivel medio y/o superior universitario y no,Ciencias de la Educacion,Administracion de Empresas Agropecuarias"
Universidad Austral,Mariano Acosta 1611,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Mariano Acosta 1611&provincia=6," -34.47094214462022, -58.847032888622834", -34.47094214462022, -58.847032888622834,06638,Pilar, -34.47094214462022, -58.847032888622834,060638,Pilar,06,Buenos Aires,"Derecho,Naturales,Educacion,Abogado,Salud,Psicologia,Economicas,Tecnologia,Sociales,Ingenieria","Formacion Docente de Nivel Superior y Universitario,Administracion Hospitalaria y de Sistemas de Salud,Tecnologia y Ciencias Aplicadas,Derecho y Ciencias Juridicas,Ingenieria Industrial,Comunicacion Social,Trabajo Social,Enfermeria,Contador Publico Nacional,Medicina,Relaciones Internacionales,Servicio Social,Abogacia,Gestion y Administracion de Empresas,Psicologia,Ingenieria en Sistemas,Ciencia Politica,Bioquimica,Estadistica,Ingenieria Basica,Ciencias de la Educacion,Administracion de Empresas Agropecuarias"
Universidad Nacional del Litoral,San Jerónimo 3231,http://apis.datos.gob.ar/georef/api/direcciones?direccion=San Jerónimo 3231&provincia=82," -31.638260020689607, -60.70559340518095", -31.638260020689607, -60.70559340518095,82063,La Capital, -31.638260020689607, -60.70559340518095,820147,Santa Fe,82,Santa Fe,"Derecho,Arquitectura,Naturales,Educacion,Abogado,Arte,Salud,Economicas,Tecnologia,Sociales,Ingenieria,Exactas","Formacion Docente para el nivel medio y/o superior universitario y no universitario,Ciencias del Ambiente y Recursos Naturales,Ingenieria Agronomica,Comercializacion y Marketing,Tecnologia e Ingenieria en Alimentos,Ingenieria en Agrimensura,Administracion y Gestion Ambiental,Ingenieria en Materiales,Turismo y Hoteleria,Geografia,Periodismo,Dermatologia y Podologia,Contador Publico Nacional,Contabilidad,Biologia,Arquitectura y Urbanismo,Ingenieria Quimica,Ingenieria en Sistemas,Ingenieria Hidraulica,Sanidad y Saneamiento Ambiental,Martillero Publico,Relaciones Institucionales y Humanas,Produccion Animal,Administracion y Gestion Cultural,Ingles,Bibliotecologia y Documentacion,Letras,Economia,Organizacion y Produccion Industrial,Paisajismo, Jardineria y Floricultura,Sociologia,Quimica,Nutricion,Educacion Inicial,Educacion Fisica y Deportes,Abogacia,Produccion e Ingenieria Agropecuaria,Veterinaria,Gestion y Administracion de Empresas,Historia,Teatro y Danza,Higiene y Seguridad Industrial,Ciencia Politica,Filosofia,Fisica,Musica,Artes Audiovisuales,Ciencias de la Educacion,Bioingenieria,Formacion Docente de Nivel Superior y Universitario,Administracion Hospitalaria y de Sistemas de Salud,Derecho y Ciencias Juridicas,Trabajo Social,Diseño Grafico,Administracion Publica,Medicina,Administracion Hotelera,Quirofano,Ingenieria Ambiental,Matematica,Computacion, Sistemas e Informatica,Bioquimica,Ingenieria Geodesta Geofisica, Nuclear, Energetica y en Petroleo,Criminologia,Terapia Ocupacional,Diseño de Interiores,Geofisica,Ingenieria Civil,Topografia y Cartografia,Ingenieria Industrial,Carrera No Definida,Enfermeria,Comercio Internacional,Diseño Industrial,Radiologia y Diagnostico por Imagenes,Obstetricia,Estadistica,Formacion Docente para el nivel medio y/o superior universitario y no,Administracion de Empresas Agropecuarias"
