universidad_nombre,institucion_nombre,institucion_direccion,api,coordenadas,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,lat,lon,departamento_id,departamento_nombre,latitud,longitud,municipio_id,municipio_nombre,provincia_id,provincia_nombre,carrera_grupo,carrera_nombre
Universidad Nacional de Lomas de Zamora,Universidad Nacional de Lomas de Zamora,Camino de Cintura y Juan XXIII,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Camino de Cintura y Juan XXIII&provincia=6,"-34.7765037,-58.4591023",,,,,,,,,,,,,,,,,,,,,,-34.7765037,-58.45910229999999,6490.0,Lomas de Zamora,-34.7765037,-58.45910229999999,60490.0,Lomas de Zamora,06,Buenos Aires,"Salud,Tecnologia,Educación,Ingeniería,Sociales,Psicologia,Naturales,Deporte,Derecho,Exactas,Policial,Arquitectura,Economicas","Formacion Docente para el nivel medio y/o superíor Universitario y no Universitario,Ciencia Politica,Salud Publica,Higiene y Seguridad Industrial,Tecnologia e Ingeniería en Alimentos,Ciencias de la Educación,Fonoaudiología,Paisajismo, Jardinería y Floricultura,Sociología,Letras,Produccion Animal,Periodismo,Computación, Sistemas e Informática,Tecnología y Ciencias Aplicadas,Biología,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Humanas,Contador Publico Nacional,Radiología y Diagnóstico por Imágenes,Enfermería,Comunicacion Social,Comercio Internacional,Auxiliares de la Odontología,Martillero Público,Auxiliares de la Odontologia,Fonoaudiologia,Enfermeria,Matemática,Producción Animal,Tecnología e Ingeniería en Alimentos,Contador Público Nacional,Carrera No Definida,Ingeniería Industrial,Trabajo Social,Publicidad,Organizacion y Produccion Industrial,Produccion e Ingeniería Agropecuaria,Períodismo,Relaciones Publicas,Ingeniería Civil,Ingeniería Mecánica,Matematica,Gestion y Administración de Empresas,Biologia,Psicopedagogía,Gestión y Administración de Empresas,Criminologia,Actividad Fisica y Deportes,Ciencia Política,Derecho y Ciencias Jurídicas,Formacion Docente para el nivel medio y/o superíor Universitario y no,Producción e Ingeniería Agropecuaria,Psicopedagogia,Organización y Producción Industrial,Abogacía,Derecho y Ciencias Juridicas,Comunicación Social,Actividad Física y Deportes,Martillero Publico,Tecnologia y Ciencias Aplicadas,Paisajismo, Jardineria y Floricultura,Construcciones,Ingeniería Agronómica,Relaciones Públicas,Ingeniería Agronomica,Sociologia,Criminología,Abogacia,Relaciones Laborales,Contabilidad,Relaciones Institucionales y Humanas"
Universidad Nacional de Luján,Universidad Nacional de Luján,"Avenida Constitución, Ruta 5","http://apis.datos.gob.ar/georef/api/direcciones?direccion=Avenida Constitución, Ruta 5&provincia=6","-34.5774091,-59.0909557",,,,,,,,,,,,,,,,,,,,,,-34.577409100000004,-59.0909557,6497.0,Luján,-34.577409100000004,-59.0909557,60497.0,Luján,06,Buenos Aires,"Tecnologia,Salud,Educación,Ingeniería,Sociales,Psicologia,Naturales,Exactas,Economicas","Formacion Docente para el nivel medio y/o superíor Universitario y no Universitario,Administración de Empresas Agropecuarias,Comercio Exteríor,Ciencias del Ambiente y Recursos Naturales,Tecnologia e Ingeniería en Alimentos,Ciencias de la Educación,Ingeniería Básica,Educación Fisica y Deportes,Sociología,Turismo y Hotelería,Biología,Computación, Sistemas e Informática,Tecnología y Ciencias Aplicadas,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Básicas,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Humanas,Historia,Redes y Telecomunicaciones,Contador Publico Nacional,Comercio Exterior,Enfermería,Sanidad y Saneamiento Ambiental,Ingeniería Basica,Comercio Internacional,Enfermeria,Producción Animal,Tecnología e Ingeniería en Alimentos,Contador Público Nacional,Carrera No Definida,Ingeniería Industrial,Turismo y Hoteleria,Trabajo Social,Organizacion y Produccion Industrial,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Sociales,Geografia,Gestion y Administración de Empresas,Biologia,Gestión y Administración de Empresas,Educación Inicial,Educación de Adultos,Formacion Docente para el nivel medio y/o superíor Universitario y no,Educación Física y Deportes,Ingeniería Agronómica,Tecnologia y Ciencias Aplicadas,Administración y Gestión Cultural,Ingeniería Agronomica,Sociologia,Organización y Producción Industrial,Contabilidad,Geografía"
Universidad Nacional de Mar del Plata,Universidad Nacional de Mar del Plata,"Deán Funes 3350,","http://apis.datos.gob.ar/georef/api/direcciones?direccion=Deán Funes 3350,&provincia=6","-38.0057920156254,-57.5715790666085",,,,,,,,,,,,,,,,,,,,,,-38.0057920156254,-57.57157906660849,6357.0,General Pueyrredón,-38.0057920156254,-57.57157906660849,60357.0,General Pueyrredón,06,Buenos Aires,"Salud,Tecnologia,Educación,Ingeniería,Sociales,Psicologia,Idiomas,Naturales,Derecho,Exactas,Arquitectura,Economicas","Administración Publica,Bibliotecologia y Documentacion,Sociología,Produccion Animal,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Humanas,Biología,Administración Hospitalaria y de Sistemas de Salud,Formacion Docente de Nivel Superíor y Universitario,Ingeniería en Sistemas,Martillero Público,Economía,Ingeniería Industrial,Ingeniería en Materiales,Psicología,Ciencia Política,Ingeniería Electromecánica,Comercialización y Marketing,Producción e Ingeniería Pesquera,Administración y Gestión Cultural,Ingeniería Agronomica,Produccion e Ingeniería Pesquera,Relaciones Laborales,Geografía,Formacion Docente para el nivel medio y/o superíor Universitario y no Universitario,Ingeniería Electronica,Geriatria y Gerontologia,Artes Audiovisuales,Tecnologia e Ingeniería en Alimentos,Higiene y Seguridad Industrial,Contador Publico Nacional,Enfermería,Tecnología e Ingeniería en Alimentos,Contador Público Nacional,Administración y Gestión Ambiental,Arquitectura y Urbanismo,Produccion e Ingeniería Agropecuaria,Bibliotecología y Documentación,Administración Pública,Ingeniería Mecánica,Matematica,Biologia,Quimica,Formacion Docente para el nivel medio y/o superíor Universitario y no,Producción e Ingeniería Agropecuaria,Medicina,Física,Geriatría y Gerontología,Martillero Publico,Tecnologia y Ciencias Aplicadas,Economia,Filosofia,Administración de Empresas Agropecuarias,Ciencia Politica,Turismo y Hotelería,Tecnología y Ciencias Aplicadas,Ingeniería Electrónica,Ingeniería Química,Finanzas y Negocios,Producción Animal,Turismo y Hoteleria,Trabajo Social,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Sociales,Fisica,Ingeniería  Eléctrica,Geografia,Gestion y Administración de Empresas,Bioquimica,Abogacia,Servicio Social,Ciencias del Ambiente y Recursos Naturales,Bioquímica,Ciencias de la Educación,Letras,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Básicas,Historia,Veterinaria,Educación Basica,Psicologia,Terapia Ocupacional,Enfermeria,Ingeniería en Construcciones,Matemática,Ingeniería Eléctrica,Gestión y Administración de Empresas,Derecho y Ciencias Jurídicas,Formación Docente de Nivel Superior y Universitario,Abogacía,Diseño Industrial,Filosofía,Derecho y Ciencias Juridicas,Ingeniería Agronómica,Química,Sociologia,Contabilidad"
Universidad Nacional de Misiones,Universidad Nacional de Misiones,Fernando Elias LLamosas 9400,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Fernando Elias LLamosas 9400,"-27.3996326,-55.9256125",,,,,,,,,,,,,,,,,,,,,,-27.3996326,-55.9256125,54028.0,Capital,-27.3996326,-55.9256125,540119.0,Posadas,54,Misiones,"Salud,Tecnologia,Educación,Ingeniería,Sociales,Arte,Psicologia,Idiomas,Naturales,Derecho,Exactas,Arquitectura,Economicas","Electrónica,Administración Publica,Bibliotecologia y Documentacion,Otros Idiomas,Biología,Computación, Sistemas e Informática,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Humanas,Sanidad y Saneamiento Ambiental,Formacion Docente de Nivel Superíor y Universitario,Genetica,Economía,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Aplicadas,Ingeniería Industrial,Artes Plásticas,Organizacion y Produccion Industrial,Guardaparque,Ingeniería Civil,Ciencia Política,Ingeniería Electromecánica,Comercialización y Marketing,Ingeniería Agronomica,Organización y Producción Industrial,Antropología,Formacion Docente para el nivel medio y/o superíor Universitario y no Universitario,Ingeniería Electronica,Artes Audiovisuales,Tecnologia e Ingeniería en Alimentos,Higiene y Seguridad Industrial,Ingeniería Básica,Salud Pública,Contador Publico Nacional,Enfermería,Farmacia,Tecnología e Ingeniería en Alimentos,Contador Público Nacional,Administración y Gestión Ambiental,Produccion e Ingeniería Agropecuaria,Bibliotecología y Documentación,Administración Pública,Ingeniería Mecánica,Quimica,Formacion Docente para el nivel medio y/o superíor Universitario y no,Producción e Ingeniería Agropecuaria,Artes Plasticas,Administración de Empresas Agropecuarias,Ciencia Politica,Salud Publica,Turismo y Hotelería,Secretariado,Tecnología y Ciencias Aplicadas,Ingeniería Electrónica,Comunicacion Social,Ingeniería Basica,Ingeniería Química,Ingeniería Forestal e Industrias de la Madera,Finanzas y Negocios,Turismo y Hoteleria,Trabajo Social,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Sociales,Ingeniería  Eléctrica,Gestion y Administración de Empresas,Bromatología,Bioquimica,Servicio Social,Bioquímica,Ciencias de la Educación,Letras,Educación Especial,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Básicas,Historia,Bromatologia,Diseño Grafico,Enfermeria,Ingeniería en Construcciones,Ingeniería Eléctrica,Genética,Gestión y Administración de Empresas,Derecho y Ciencias Jurídicas,Formación Docente de Nivel Superior y Universitario,Diseño Industrial,Filosofía,Derecho y Ciencias Juridicas,Comunicación Social,Ingeniería Agronómica,Química,Diseño Gráfico,Economia,Contabilidad"
Universidad Nacional de Moreno,Universidad Nacional de Moreno,Av. Bartolomé Mitre 1891,,"-34.6525807,-58.7791501",,,,,,,,,,,,,,,,,,,,,,-34.6525807,-58.7791501,6560.0,Moreno,-34.6525807,-58.7791501,60560.0,Moreno,06,Buenos Aires,"Educación,Ingeniería,Sociales,Psicologia,Naturales,Exactas,Arquitectura,Economicas","BioIngeniería,Ingeniería Electronica,Electrónica,Ciencias del Ambiente y Recursos Naturales,Ciencias de la Educación,Ingeniería Electrónica,Contador Publico Nacional,Comunicacion Social,Economía,Electronica,Contador Público Nacional,Administración y Gestión Ambiental,Arquitectura y Urbanismo,Trabajo Social,Gestion y Administración de Empresas,Gestión y Administración de Empresas,Educación Inicial,Bioingeniería,Comunicación Social,Economia,Relaciones Laborales,Contabilidad"
Universidad Nacional de Quilmes,Universidad Nacional de Quilmes,Roque Sáenz Peña 352,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Roque Sáenz Peña 352&provincia=6,"-34.7064966,-58.2807187",,,,,,,,,,,,,,,,,,,,,,-34.7064966,-58.2807187,6658.0,Quilmes,-34.7064966,-58.2807187,60658.0,Quilmes,06,Buenos Aires,"Tecnologia,Educación,Ingeniería,Sociales,Economicas,Arte,Naturales,Exactas,Policial,Arquitectura,Salud","BioIngeniería,Formacion Docente para el nivel medio y/o superíor Universitario y no Universitario,Filosofia,Artes Audiovisuales,Ciencia Politica,Comercio Exteríor,Tecnologia e Ingeniería en Alimentos,Administración Publica,Ciencias del Ambiente y Recursos Naturales,Ciencias de la Educación,Sociología,Turismo y Hotelería,Biología,Computación, Sistemas e Informática,Tecnología y Ciencias Aplicadas,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Humanas,Historia,Contador Publico Nacional,Comercio Exterior,Enfermería,Ingeniería Naval,Comunicacion Social,Formacion Docente de Nivel Superíor y Universitario,Laboratorio,Comercio Internacional,Finanzas y Negocios,Terapia Ocupacional,Enfermeria,Economía,Tecnología e Ingeniería en Alimentos,Contador Público Nacional,Administración Hotelera,Carrera No Definida,Ingeniería Industrial,Turismo y Hoteleria,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Sociales,Administración Pública,Gestion y Administración de Empresas,Biologia,Gestión y Administración de Empresas,Criminologia,Ciencia Política,Bioingeniería,Quimica,Formacion Docente para el nivel medio y/o superíor Universitario y no,Formación Docente de Nivel Superior y Universitario,Laboratorío,Filosofía,Comunicación Social,Criminología,Tecnologia y Ciencias Aplicadas,Administración y Gestión Cultural,Musica,Química,Sociologia,Economia,Relaciones Laborales,Música,Geografía"
Universidad Nacional de Rafaela,Universidad Nacional de Rafaela,Bv. Pres. Julio A. Roca 989,,"-31.2511417,-61.5046662",,,,,,,,,,,,,,,,,,,,,,-31.2511417,-61.5046662,82021.0,Castellanos,-31.2511417,-61.5046662,820042.0,Rafaela,82,Santa Fe,,
Universidad Nacional de río Cuarto,Universidad Nacional de río Cuarto,Ruta Nac. 36 - Km. 601,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Ruta Nac. 36 - Km. 601&provincia=14,"-33.084594014186514,-64.3349444221352",,,,,,,,,,,,,,,,,,,,,,-33.084594014186514,-64.3349444221352,14098.0,Río Cuarto,-33.084594014186514,-64.3349444221352,140861.0,Río Cuarto,14,Córdoba,,
Universidad Nacional de río Negro,Universidad Nacional de río Negro,Don Bosco 500,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Don Bosco 500,"  -39.0279881065646, -67.58044691129079",,,,,,,,,,,,,,,,,,,,,,-39.0279881065646,-67.58044691129079,62042.0,General Roca,-39.0279881065646,-67.58044691129079,620161.0,Gral. Roca,62,Río Negro,,
Universidad Nacional de Rosario,Universidad Nacional de Rosario,Maipú 1065,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Maipú 1065&provincia=82,"-32.950309649805945,-60.636126952347716",,,,,,,,,,,,,,,,,,,,,,-32.950309649805945,-60.636126952347716,82084.0,Rosario,-32.950309649805945,-60.636126952347716,,,82,Santa Fe,"Salud,Tecnologia,Educación,Ingeniería,Sociales,Arte,Psicologia,Idiomas,Naturales,Derecho,Otros,Exactas,Policial,Arquitectura,Economicas","Odontologia,Electrónica,Administración Publica,Sociología,Produccion Animal,Biología,Computación, Sistemas e Informática,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Humanas,Administración Hospitalaria y de Sistemas de Salud,Kinesiologia,Ingeniería en Telecomunicaciones,Comercializacion y Marketing,optica,Economía,Ingeniería Ambiental,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Aplicadas,Carrera No Definida,Ingeniería Industrial,Psicología,Ingeniería en Materiales,Artes Plásticas,Kinesiología,Organizacion y Produccion Industrial,Ingeniería Civil,Agrimensura,Ciencia Política,Comercialización y Marketing,Geofísica,Ingeniería Agronomica,Relaciones Laborales,Electromecánica,Organización y Producción Industrial,Antropología,Formacion Docente para el nivel medio y/o superíor Universitario y no Universitario,Ingeniería Electronica,Geriatria y Gerontologia,Artes Audiovisuales,Logística y Transportes,Tecnologia e Ingeniería en Alimentos,Higiene y Seguridad Industrial,Salud Pública,Contador Publico Nacional,Enfermería,Radiología y Diagnóstico por Imágenes,Laboratorio,Farmacia,Tecnología e Ingeniería en Alimentos,Contador Público Nacional,Arquitectura y Urbanismo,Produccion e Ingeniería Agropecuaria,Administración Pública,Ingeniería Mecánica,Matematica,Biologia,Criminologia,Portugues,Quimica,Formacion Docente para el nivel medio y/o superíor Universitario y no,Producción e Ingeniería Agropecuaria,Medicina,Física,Geriatría y Gerontología,Tecnologia y Ciencias Aplicadas,Ingeniería Hidraulica,Odontología,Economia,Artes Plasticas,Filosofia,Administración de Empresas Agropecuarias,Ciencia Politica,Salud Publica,Anestesiología,Fonoaudiología,Ingeniería Vial,Turismo y Hotelería,Tecnología y Ciencias Aplicadas,Ingeniería Electrónica,Anestesiologia,Comunicacion Social,Ingeniería Basica,Finanzas y Negocios,Fonoaudiologia,Electronica,Producción Animal,Administración Hotelera,Obstetricia,Trabajo Social,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Sociales,Fisica,Ingeniería  Eléctrica,Gestion y Administración de Empresas,Bioquimica,Electromecanica,Estadística,Musica,Estadistica,Abogacia,Música,BioIngeniería,Óptica,Ciencias del Ambiente y Recursos Naturales,Comercio Exteríor,Notariado,Bioquímica,Ciencias de la Educación,Letras,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Básicas,Historia,Comercio Exterior,Portugués,Ingeniería en Agrimensura,Veterinaria,Psicologia,Ingeniería Hidráulica,Enfermeria,Ingeniería en Construcciones,Matemática,Ingeniería Eléctrica,Derecho y Ciencias Jurídicas,Gestión y Administración de Empresas,Bioingeniería,Relaciones Internacionales,Abogacía,Filosofía,Derecho y Ciencias Juridicas,Comunicación Social,Ingeniería Agronómica,Construcciones,Radiologia y Diagnostico por Imagenes,Química,Sociologia,Criminología,Contabilidad"
